일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2017/06/30","45330","-968","-2.09","46247","46247","45178","229175","10233587600","2340700000000","52600000"
"2017/06/29","46298","51","0.11","46757","46757","46145","158279","7195067550","2390670000000","52600000"
"2017/06/28","46247","-408","-0.87","46655","46706","45891","151702","6870867100","2388040000000","52600000"
"2017/06/27","46655","917","2.00","45840","47062","45534","308688","14082684250","2409080000000","52600000"
"2017/06/26","45738","-509","-1.10","46298","46349","45229","196271","8797245800","2361740000000","52600000"
"2017/06/23","46247","917","2.02","45127","46298","45127","246877","11158665450","2388040000000","52600000"
"2017/06/22","45330","-204","-0.45","45687","45687","44414","282728","12512061100","2340700000000","52600000"
"2017/06/21","45534","1630","3.71","43701","46043","43701","538212","24018845900","2351220000000","52600000"
"2017/06/20","43904","-1223","-2.71","45025","45330","43802","465219","20186945550","2267060000000","52600000"
"2017/06/19","45127","-866","-1.88","46043","46298","45025","328558","14600412400","2353659000000","53130000"
"2017/06/16","45993","153","0.33","46043","46502","45738","236249","10668921350","2398819500000","53130000"
"2017/06/15","45840","-1171","-2.49","47062","47062","45381","482680","21809702750","2390850000000","53130000"
"2017/06/14","47011","-459","-0.97","47470","47877","46909","365730","16931510950","2451949500000","53130000"
"2017/06/13","47470","459","0.98","47011","48234","46960","471711","21983362800","2475858000000","53130000"
"2017/06/12","47011","-611","-1.28","47928","47928","46247","746547","34265829850","2451949500000","53130000"
"2017/06/09","47622","-1528","-3.11","49201","49303","47521","879422","41384273050","2483827500000","53130000"
"2017/06/08","49150","-459","-0.92","49914","49914","48743","501919","24108101550","2563522500000","53130000"
"2017/06/07","49609","-866","-1.72","49965","50118","49558","317232","15479228750","2587431000000","53130000"
"2017/06/05","50475","357","0.71","50322","50627","49507","291183","14354986000","2632591500000","53130000"
"2017/06/02","50118","0","0.00","49965","50169","49405","403667","19699993100","2613996000000","53130000"
"2017/06/01","50118","-764","-1.50","50526","51035","49762","299933","14762779000","2613996000000","53130000"
"2017/05/31","50882","-459","-0.89","50933","51341","50678","266449","13318404350","2653843500000","53130000"
"2017/05/30","51341","714","1.41","51035","51544","50577","229333","11495744700","2677752000000","53130000"
"2017/05/29","50627","-1121","-2.17","52257","52257","50424","337742","16957563200","2640561000000","53130000"
"2017/05/26","51748","1579","3.15","50373","51850","49609","537594","26942370300","2699004000000","53130000"
"2017/05/25","50169","1324","2.71","49252","50220","48998","501364","24514893900","2616652500000","53130000"
