일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2019/06/28","18772","-292","-1.53","18999","19128","18674","621975","18048199700","2745752154300","94844634"
"2019/06/27","19064","-64","-0.34","19064","19161","18966","534470","15706011850","2788432239600","94844634"
"2019/06/26","19128","-260","-1.34","19226","19355","18966","425932","12562534200","2797916703000","94844634"
"2019/06/25","19388","-259","-1.32","19517","19680","19193","977057","29082423650","2835854556600","94844634"
"2019/06/24","19647","-130","-0.66","19777","19842","19258","716146","21487056500","2873792410200","94844634"
"2019/06/21","19777","-518","-2.56","20295","20295","19517","1434880","43694904250","2892761337000","94844634"
"2019/06/20","20295","-65","-0.32","20360","20425","20198","348121","10881391300","2968637044200","94844634"
"2019/06/19","20360","32","0.16","20360","20458","20166","398777","12473521800","2978121507600","94844634"
"2019/06/18","20328","-97","-0.48","20425","20522","20231","413558","12972982450","2973379275900","94844634"
"2019/06/17","20425","-584","-2.78","21009","21041","20263","457975","14479286200","2987605971000","94844634"
"2019/06/14","21009","195","0.93","20717","21041","20555","631831","20285575300","3072966141600","94844634"
"2019/06/13","20814","-33","-0.16","20911","21041","20652","318201","10213365900","3044512751400","94844634"
"2019/06/12","20847","-194","-0.92","21041","21106","20717","434957","13993070150","3049254983100","94844634"
"2019/06/11","21041","-33","-0.15","20944","21106","20847","269732","8740181800","3077708373300","94844634"
"2019/06/10","21074","0","0.00","21138","21365","20814","252102","8181967000","3082450605000","94844634"
"2019/06/07","21074","260","1.25","20620","21333","20393","482968","15594430850","3082450605000","94844634"
"2019/06/05","20814","97","0.47","21041","21106","20782","334286","10795697300","3044512751400","94844634"
"2019/06/04","20717","162","0.79","20555","20911","20555","246558","7904059150","3030286056300","94844634"
"2019/06/03","20555","97","0.48","20522","20652","20295","323999","10248455400","3006574897800","94844634"
"2019/05/31","20458","0","0.00","20458","20847","20393","332565","10558306250","2992348202700","94844634"
"2019/05/30","20458","-97","-0.47","20652","20652","20166","315029","9883830950","2992348202700","94844634"
"2019/05/29","20555","-162","-0.78","20944","21074","20263","315399","9951166250","3006574897800","94844634"
"2019/05/28","20717","97","0.47","20620","20976","20620","323570","10362780900","3030286056300","94844634"
"2019/05/27","20620","-32","-0.16","20522","20814","20295","228357","7244134200","3016059361200","94844634"
"2019/05/24","20652","746","3.75","19939","20782","19939","615456","19525257450","3020801592900","94844634"
"2019/05/23","19906","0","0.00","19777","19971","19680","427183","13062546100","2911730263800","94844634"
"2019/05/22","19906","-519","-2.54","20425","20522","19874","611203","18852344300","2911730263800","94844634"
"2019/05/21","20425","-260","-1.25","20587","20685","20263","500619","15784843550","2987605971000","94844634"
"2019/05/20","20685","-97","-0.47","20587","20879","20328","364581","11607684350","3025543824600","94844634"
"2019/05/17","20782","-486","-2.29","21074","21365","20652","600899","19303628850","3039770519700","94844634"
