일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2023-07-28,24550,-150,-0.61,24450,24850,24100,927263,22765025750,9.04E+12,368220661
2023-07-27,24700,550,2.28,24350,24900,24200,1577764,38841410350,9.10E+12,368220661
2023-07-26,24150,-600,-2.42,24600,24750,23750,2439472,58718980650,8.89E+12,368220661
2023-07-25,24750,-850,-3.32,25550,25900,24600,2148177,53500425550,9.11E+12,368220661
2023-07-24,25600,-350,-1.35,25800,25850,25200,1299670,33035899650,9.43E+12,368220661
2023-07-21,25950,-300,-1.14,26250,26250,25700,875926,22676796000,9.56E+12,368220661
2023-07-20,26250,800,3.14,25450,26400,25450,2186028,57067860300,9.67E+12,368220661
2023-07-19,25450,-300,-1.17,25900,26000,25300,1663813,42514067000,9.37E+12,368220661
2023-07-18,25750,0,0,25850,26150,25700,1237448,31986632150,9.48E+12,368220661
2023-07-17,25750,-350,-1.34,26100,26100,25600,1403437,36148205700,9.48E+12,368220661
2023-07-14,26100,550,2.15,25700,26200,25650,2083307,54296145700,9.61E+12,368220661
2023-07-13,25550,-300,-1.16,26000,26000,25450,1812116,46535799850,9.41E+12,368220661
2023-07-12,25850,300,1.17,25650,25950,25400,1415615,36418164500,9.52E+12,368220661
2023-07-11,25550,300,1.19,25450,25700,25350,1068637,27242206600,9.41E+12,368220661
2023-07-10,25250,200,0.8,25050,25550,24950,1028010,26056732300,9.30E+12,368220661
2023-07-07,25050,-450,-1.76,25350,25450,24850,1151081,28902091950,9.22E+12,368220661
2023-07-06,25500,-200,-0.78,25700,25800,25350,1775632,45419279450,9.39E+12,368220661
2023-07-05,25700,800,3.21,24950,25800,24900,3545770,90629482400,9.46E+12,368220661
2023-07-04,24900,400,1.63,24450,25000,24350,1711991,42354467550,9.17E+12,368220661
2023-07-03,24500,150,0.62,24400,24550,24150,1187457,29015288750,9.02E+12,368220661
2023-06-30,24350,250,1.04,24150,24450,23850,1230074,29871414550,8.97E+12,368220661
2023-06-29,24100,-100,-0.41,24100,24400,23700,1607074,38898211950,8.87E+12,368220661
2023-06-28,24200,450,1.89,24100,24550,24050,2114330,51345041300,8.91E+12,368220661
2023-06-27,23750,100,0.42,23550,23800,23300,845519,19999536525,8.75E+12,368220661
2023-06-26,23650,0,0,23400,23750,23000,791237,18593974950,8.71E+12,368220661
2023-06-23,23650,350,1.5,23550,23850,23250,1160273,27342511000,8.71E+12,368220661
2023-06-22,23300,-350,-1.48,23650,23700,23250,844374,19809289350,8.58E+12,368220661
