일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2023-07-28,34900,-250,-0.71,34650,35050,34350,1414357,49236487650,1.81E+13,518347118
2023-07-27,35150,1750,5.24,33450,35150,33450,2264210,78323688400,1.82E+13,518347118
2023-07-26,33400,350,1.06,32900,33650,32450,1714233,56517503250,1.73E+13,518347118
2023-07-25,33050,-250,-0.75,33350,33550,32900,1005611,33226715400,1.71E+13,518347118
2023-07-24,33300,-650,-1.91,33800,33950,33250,982741,32874280500,1.73E+13,518347118
2023-07-21,33950,150,0.44,34300,34450,33700,912094,30944154832,1.76E+13,518347118
2023-07-20,33800,250,0.75,33600,33950,33500,709354,23963441600,1.75E+13,518347118
2023-07-19,33550,-50,-0.15,33950,34150,33400,698015,23466211300,1.74E+13,518347118
2023-07-18,33600,-450,-1.32,34450,34450,33600,563437,19065225800,1.74E+13,518347118
2023-07-17,34050,-50,-0.15,34050,34300,33850,608058,20693839450,1.76E+13,518347118
2023-07-14,34100,750,2.25,33600,34350,33600,1164100,39702557800,1.77E+13,518347118
2023-07-13,33350,0,0,33600,33900,33350,1362474,45663248050,1.73E+13,518347118
2023-07-12,33350,200,0.6,33300,33450,32800,956132,31721708450,1.73E+13,518347118
2023-07-11,33150,450,1.38,33400,33550,32950,850131,28197770150,1.72E+13,518347118
2023-07-10,32700,200,0.62,33100,33200,32500,1186474,38885260750,1.70E+13,518347118
2023-07-07,32500,-550,-1.66,32900,32950,32400,1190725,38777562150,1.68E+13,518347118
2023-07-06,33050,-700,-2.07,33750,33750,32950,1322547,43900937800,1.71E+13,518347118
2023-07-05,33750,-350,-1.03,34150,34450,33650,1032890,34966937150,1.75E+13,518347118
2023-07-04,34100,-400,-1.16,34350,34500,34100,628623,21523035300,1.77E+13,518347118
2023-07-03,34500,500,1.47,34100,34500,34100,736995,25347631100,1.79E+13,518347118
2023-06-30,34000,150,0.44,34200,34450,33900,745183,25447138600,1.76E+13,518347118
2023-06-29,33850,-850,-2.45,34350,34500,33850,990007,33776881100,1.75E+13,518347118
2023-06-28,34700,50,0.14,34700,34900,34550,1090326,37882699500,1.80E+13,518347118
2023-06-27,34650,0,0,34700,34800,34300,825040,28452634450,1.81E+13,522590399
2023-06-26,34650,250,0.73,34400,34850,34250,711437,24668588450,1.81E+13,522590399
2023-06-23,34400,-350,-1.01,34500,34700,34350,659800,22734506900,1.80E+13,522590399
2023-06-22,34750,500,1.46,34400,34750,34200,747096,25851281700,1.82E+13,522590399
2023-06-21,34250,-350,-1.01,34650,34650,34250,803220,27574556150,1.79E+13,522590399
2023-06-20,34600,50,0.14,34550,34800,34500,588962,20388602550,1.81E+13,522590399
2023-06-19,34550,-250,-0.72,34800,34900,34500,847961,29389750550,1.81E+13,522590399
2023-06-16,34800,0,0,35050,35250,34700,1931552,67267302200,1.82E+13,522590399
2023-06-15,34800,0,0,34900,35000,34700,966209,33641122350,1.82E+13,522590399
2023-06-14,34800,-250,-0.71,34950,35000,34600,1023378,35628344850,1.82E+13,522590399
2023-06-13,35050,-200,-0.57,35300,35350,34950,1160114,40777948150,1.83E+13,522590399
2023-06-12,35250,-450,-1.26,35750,35850,35150,851429,30188720350,1.84E+13,522590399
2023-06-09,35700,400,1.13,35400,35750,35350,1058322,37686828800,1.87E+13,522590399
2023-06-08,35300,100,0.28,35250,35400,35050,1325381,46725341350,1.84E+13,522590399
2023-06-07,35200,-50,-0.14,35700,35700,35200,1198792,42542697350,1.84E+13,522590399
2023-06-05,35250,300,0.86,35300,35600,35250,993366,35202923400,1.84E+13,522590399
2023-06-02,34950,250,0.72,34900,35150,34800,880864,30827781150,1.83E+13,522590399
2023-06-01,34700,-350,-1,35200,35350,34700,973040,33940616000,1.81E+13,522590399
2023-05-31,35050,-150,-0.43,35050,35700,35050,5709393,2.00E+11,1.83E+13,522590399
2023-05-30,35200,400,1.15,34950,35450,34750,1499363,52661168350,1.84E+13,522590399
2023-05-26,34800,-200,-0.57,34850,35200,34800,955710,33432398400,1.82E+13,522590399
2023-05-25,35000,-400,-1.13,35100,35300,34900,1042892,36574523700,1.83E+13,522590399
2023-05-24,35400,150,0.43,35250,35450,35100,744767,26279412300,1.85E+13,522590399
2023-05-23,35250,-50,-0.14,35500,35600,35250,755032,26697704100,1.84E+13,522590399
2023-05-22,35300,100,0.28,35150,35600,35150,1045023,36987623650,1.84E+13,522590399
2023-05-19,35200,300,0.86,34850,35250,34800,1025813,35980335400,1.84E+13,522590399
2023-05-18,34900,300,0.87,34850,35050,34700,1022660,35658636000,1.82E+13,522590399
2023-05-17,34600,50,0.14,34500,34850,34400,1446523,50115755400,1.75E+13,505108399
2023-05-16,34550,-200,-0.58,34750,35100,34500,1351786,47049613075,1.75E+13,505108399
2023-05-15,34750,100,0.29,34800,34800,34400,1242138,42977814450,1.76E+13,505108399
2023-05-12,34650,-650,-1.84,35100,35350,34550,2120930,74060682450,1.75E+13,505108399
