일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2025-07-30,977000,-21000,-2.1,998000,998000,963000,292494,2.8594E+11,5.03774E+13,51563401
2025-07-29,998000,45000,4.72,951000,998000,947000,324999,3.20471E+11,5.14603E+13,51563401
2025-07-28,953000,8000,0.85,947000,959000,935000,122549,1.16217E+11,4.91399E+13,51563401
2025-07-25,945000,4000,0.43,933000,951000,933000,126974,1.2004E+11,4.87274E+13,51563401
2025-07-24,941000,31000,3.41,911000,946000,909000,263357,2.46525E+11,4.85212E+13,51563401
2025-07-23,910000,-12000,-1.3,924000,931000,898000,213391,1.94058E+11,4.69227E+13,51563401
2025-07-22,922000,3000,0.33,916000,923000,905000,207213,1.89855E+11,4.75415E+13,51563401
2025-07-21,919000,23000,2.57,891000,926000,881000,224163,2.04812E+11,4.73868E+13,51563401
2025-07-18,896000,0,0,905000,910000,885000,176796,1.5882E+11,4.23774E+13,47296201
2025-07-17,896000,42000,4.92,855000,912000,847000,463424,4.13501E+11,4.23774E+13,47296201
2025-07-16,854000,6000,0.71,840000,854000,830000,165528,1.40109E+11,4.0391E+13,47296201
2025-07-15,848000,41000,5.08,802000,848000,802000,235902,1.96277E+11,4.01072E+13,47296201
2025-07-14,807000,1000,0.12,808000,819000,791000,183007,1.4698E+11,3.8168E+13,47296201
2025-07-11,806000,-47000,-5.51,847000,847000,802000,255773,2.08884E+11,3.81207E+13,47296201
2025-07-10,853000,3000,0.35,851000,858000,836000,298241,2.5363E+11,4.03437E+13,47296201
2025-07-09,850000,35000,4.29,842000,858000,838000,273305,2.31998E+11,4.02018E+13,47296201
2025-07-08,815000,10000,1.24,820000,827000,796000,265811,2.15239E+11,3.85464E+13,47296201
2025-07-07,805000,26000,3.34,762000,814000,760000,273998,2.17081E+11,3.80734E+13,47296201
2025-07-04,779000,-38000,-4.65,810000,818000,775000,297249,2.35235E+11,3.68437E+13,47296201
2025-07-03,817000,-2000,-0.24,846000,861000,813000,274396,2.28695E+11,3.8641E+13,47296201
2025-07-02,819000,-20000,-2.38,833000,838000,785000,326459,2.63365E+11,3.87356E+13,47296201
2025-07-01,839000,-9000,-1.06,853000,867000,836000,185116,1.57404E+11,3.96815E+13,47296201
2025-06-30,848000,-42000,-4.72,877000,877000,848000,260471,2.23337E+11,4.01072E+13,47296201
2025-06-27,890000,12000,1.37,898000,926000,878000,334673,3.02188E+11,4.20936E+13,47296201
2025-06-26,878000,22000,2.57,871000,885000,841000,322082,2.79012E+11,4.15261E+13,47296201
2025-06-25,856000,-39000,-4.36,897000,900000,856000,313167,2.71118E+11,4.04855E+13,47296201
2025-06-24,895000,-24000,-2.61,905000,913000,872000,281041,2.51324E+11,4.23301E+13,47296201
2025-06-23,919000,-19000,-2.03,947000,953000,918000,243428,2.26035E+11,4.34652E+13,47296201
2025-06-20,938000,4000,0.43,924000,965000,917000,419837,3.95286E+11,4.43638E+13,47296201
2025-06-19,934000,7000,0.76,926000,938000,911000,198303,1.83437E+11,4.41747E+13,47296201
2025-06-18,927000,-27000,-2.83,964000,969000,927000,257813,2.42546E+11,4.38436E+13,47296201
2025-06-17,954000,-16000,-1.65,954000,964000,940000,270383,2.57235E+11,4.51206E+13,47296201
2025-06-16,970000,25000,2.65,963000,987000,938000,326298,3.1638E+11,4.58773E+13,47296201
2025-06-13,945000,-8000,-0.84,944000,982000,928000,493711,4.69668E+11,4.46949E+13,47296201
2025-06-12,953000,48000,5.3,919000,958000,906000,442140,4.14205E+11,4.50733E+13,47296201
2025-06-11,905000,-31000,-3.31,936000,942000,901000,414770,3.78718E+11,4.28031E+13,47296201
2025-06-10,936000,56000,6.36,904000,950000,883000,337596,3.12883E+11,4.42692E+13,47296201
2025-06-09,880000,-25000,-2.76,891000,895000,862000,284593,2.49291E+11,4.16207E+13,47296201
2025-06-05,905000,60000,7.1,848000,925000,844000,512018,4.57734E+11,4.28031E+13,47296201
2025-06-04,845000,10000,1.2,838000,845000,811000,213653,1.78434E+11,3.99653E+13,47296201
2025-06-02,835000,24000,2.96,822000,839000,821000,156208,1.30126E+11,3.94923E+13,47296201
2025-05-30,811000,-46000,-5.37,851000,852000,811000,436671,3.5882E+11,3.83572E+13,47296201
2025-05-29,857000,25000,3,848000,872000,833000,234459,2.00747E+11,4.05328E+13,47296201
2025-05-28,832000,-55000,-6.2,884000,893000,827000,320783,2.75344E+11,3.93504E+13,47296201
2025-05-27,887000,54000,6.48,842000,889000,834000,369030,3.22481E+11,4.19517E+13,47296201
2025-05-26,833000,3000,0.36,799000,833000,798000,169509,1.38728E+11,3.93977E+13,47296201
2025-05-23,830000,-3000,-0.36,833000,836000,813000,136055,1.12064E+11,3.92558E+13,47296201
2025-05-22,833000,-4000,-0.48,837000,843000,822000,152390,1.26667E+11,3.93977E+13,47296201
2025-05-21,837000,34465,4.29,807459,840939,806474,241037,2.0269E+11,4.02018E+13,47296201
2025-05-20,802535,-23633,-2.86,834046,836015,796627,181366,1.50184E+11,3.85464E+13,47296201
2025-05-19,826168,-1970,-0.24,819275,840939,812382,109527,91733738000,3.96815E+13,47296201
2025-05-16,828138,18710,2.31,810413,832076,810413,160353,1.34323E+11,3.97761E+13,47296201
2025-05-15,809428,1969,0.24,811398,815336,798596,164929,1.35024E+11,3.88775E+13,47296201
2025-05-14,807459,15755,1.99,800566,821245,794658,275966,2.27218E+11,3.73766E+13,45581161
2025-05-13,791704,-15755,-1.95,783826,812382,768071,360960,2.89777E+11,3.66473E+13,45581161
2025-05-12,807459,-57113,-6.61,862602,863587,801551,285226,2.39914E+11,3.73766E+13,45581161
2025-05-09,864572,-4923,-0.57,874419,884266,859648,368386,3.248E+11,4.00203E+13,45581161
2025-05-08,869495,-6893,-0.79,873434,885251,847832,324345,2.86286E+11,4.02482E+13,45581161
2025-05-07,876388,70899,8.8,819275,876388,814352,468435,4.0158E+11,4.05672E+13,45581161
2025-05-02,805489,20678,2.63,784811,809428,775948,268277,2.17376E+11,3.72854E+13,45581161
2025-04-30,784811,-11816,-1.48,798596,819275,739514,509064,4.07934E+11,3.63282E+13,45581161
2025-04-29,796627,-17725,-2.18,809428,809428,782841,270124,2.1748E+11,3.68752E+13,45581161
2025-04-28,814352,2954,0.36,812382,832076,794658,331266,2.74014E+11,3.76956E+13,45581161
2025-04-25,811398,0,0,815336,819275,797612,242091,1.98582E+11,3.75589E+13,45581161
2025-04-24,811398,9847,1.23,804505,820260,792688,164949,1.35586E+11,3.75589E+13,45581161
2025-04-23,801551,-15755,-1.93,824199,827153,792688,191206,1.57026E+11,3.71031E+13,45581161
2025-04-22,817306,0,0,816321,830107,810413,151172,1.261E+11,3.78324E+13,45581161
2025-04-21,817306,1970,0.24,837000,837000,800566,198259,1.64615E+11,3.78324E+13,45581161
2025-04-18,815336,11816,1.47,801551,848816,795642,351310,2.95214E+11,3.77412E+13,45581161
2025-04-17,803520,27572,3.55,777918,803520,769055,325239,2.59904E+11,3.71942E+13,45581161
2025-04-16,775948,16740,2.2,759208,785795,750346,257199,2.01695E+11,3.5918E+13,45581161
2025-04-15,759208,-20679,-2.65,783826,784811,746407,253411,1.96113E+11,3.51431E+13,45581161
2025-04-14,779887,12801,1.67,785795,791704,768071,270675,2.14277E+11,3.61003E+13,45581161
2025-04-11,767086,38404,5.27,718835,769055,715881,379557,2.9077E+11,3.55077E+13,45581161
2025-04-10,728682,48250,7.09,715881,728682,696187,410554,2.99796E+11,3.37301E+13,45581161
2025-04-09,680432,-6893,-1,706034,706034,662707,411172,2.84252E+11,3.14966E+13,45581161
2025-04-08,687325,55144,8.72,675508,694218,659753,558169,3.84305E+11,3.18157E+13,45581161
2025-04-07,632181,-59083,-8.55,672554,673539,626273,412797,2.68404E+11,2.92631E+13,45581161
2025-04-04,691264,4924,0.72,694218,708988,664676,422746,2.95403E+11,3.1998E+13,45581161
2025-04-03,686340,33480,5.13,642028,699141,640059,427177,2.93534E+11,3.17701E+13,45581161
2025-04-02,652860,-9847,-1.49,674524,683386,649906,297917,2.01495E+11,3.02203E+13,45581161
2025-04-01,662707,45296,7.34,633166,671569,630212,343029,2.28578E+11,3.06761E+13,45581161
2025-03-31,617411,-2954,-0.48,595747,628242,593778,305291,1.91513E+11,2.85794E+13,45581161
2025-03-28,620365,-32495,-4.98,664676,666646,619380,304634,1.98068E+11,2.87161E+13,45581161
2025-03-27,652860,-3939,-0.6,662707,668615,649906,215109,1.4344E+11,3.02203E+13,45581161
2025-03-26,656799,12801,1.99,644982,664676,622334,337299,2.21238E+11,3.04026E+13,45581161
2025-03-25,643998,-20678,-3.11,677478,681416,640059,349469,2.31749E+11,2.98101E+13,45581161
2025-03-24,664676,46281,7.48,627258,673539,626273,726087,4.8321E+11,3.07673E+13,45581161
2025-03-21,618395,-92563,-13.02,617411,644982,598701,1813669,1.14385E+12,2.8625E+13,45581161
2025-03-20,710958,-33480,-4.5,738529,742468,708988,424628,3.08246E+11,3.29096E+13,45581161
2025-03-19,744438,-7877,-1.05,759208,762162,734591,390302,2.95423E+11,3.44594E+13,45581161
2025-03-18,752315,10831,1.46,752315,769055,734591,468996,3.55949E+11,3.4824E+13,45581161
2025-03-17,741484,47266,6.81,703080,745422,698156,666106,4.97244E+11,3.43226E+13,45581161
2025-03-14,694218,-1969,-0.28,689294,703080,685355,294939,2.0802E+11,3.21347E+13,45581161
2025-03-13,696187,41358,6.32,660738,703080,660738,631379,4.44024E+11,3.22259E+13,45581161
2025-03-12,654829,-12802,-1.92,672554,693233,635135,725675,4.91878E+11,3.03115E+13,45581161
2025-03-11,667631,-23633,-3.42,664676,681416,664676,408683,2.78271E+11,3.0904E+13,45581161
2025-03-10,691264,-28556,-3.97,720805,733606,683386,577521,4.11341E+11,3.1998E+13,45581161
2025-03-07,719820,52189,7.82,669600,728682,653845,952069,6.74179E+11,3.33198E+13,45581161
2025-03-06,667631,-16740,-2.45,703080,703080,660738,582714,3.99065E+11,3.0904E+13,45581161
2025-03-05,684371,-5908,-0.86,677478,698156,659753,778132,5.35528E+11,3.16789E+13,45581161
2025-03-04,690279,105364,18.01,623319,690279,617411,1257407,8.47933E+11,3.19524E+13,45581161
2025-02-28,584915,-54159,-8.47,633166,641044,582946,763278,4.65097E+11,2.70752E+13,45581161
2025-02-27,639074,-22648,-3.42,652860,665661,623319,486498,3.1575E+11,2.95822E+13,45581161
2025-02-26,661722,-7878,-1.18,678462,690279,652860,351498,2.3828E+11,3.06305E+13,45581161
2025-02-25,669600,13786,2.1,647936,684371,646952,448687,3.0453E+11,3.09952E+13,45581161
2025-02-24,655814,5908,0.91,647936,663692,642028,386667,2.5622E+11,3.03571E+13,45581161
2025-02-21,649906,14771,2.33,625288,657784,605594,562770,3.66778E+11,3.00836E+13,45581161
2025-02-20,635135,5908,0.94,617411,653845,598701,890044,5.66496E+11,2.93998E+13,45581161
2025-02-19,629227,-3939,-0.62,629227,632181,609533,527197,3.33168E+11,2.91264E+13,45581161
2025-02-18,633166,64991,11.44,590824,648921,589839,1245770,7.86341E+11,2.93087E+13,45581161
2025-02-17,568175,43327,8.26,524848,580976,519925,1021560,5.8182E+11,2.63003E+13,45581161
2025-02-14,524848,16740,3.29,508108,530756,495307,649548,3.40008E+11,2.42948E+13,45581161
2025-02-13,508108,-3939,-0.77,501215,517955,487429,702706,3.58808E+11,2.35199E+13,45581161
2025-02-12,512047,21663,4.42,495307,515986,492353,1067534,5.48277E+11,2.37022E+13,45581161
2025-02-11,490384,83700,20.58,447056,490876,435732,2598237,1.23031E+12,2.26994E+13,45581161
2025-02-10,406684,-4923,-1.2,417023,418992,404714,294509,1.23353E+11,1.8825E+13,45581161
2025-02-07,411607,-2462,-0.59,415054,432286,405699,508231,2.16138E+11,1.90529E+13,45581161
2025-02-06,414069,17725,4.47,398314,417515,386989,455172,1.86316E+11,1.91669E+13,45581161
2025-02-05,396344,-3939,-0.98,402745,404222,393390,181769,73411197500,1.83464E+13,45581161
2025-02-04,400283,13786,3.57,388959,407668,388959,277489,1.13158E+11,1.85287E+13,45581161
2025-02-03,386497,-7385,-1.88,386005,393390,378619,237337,92989248000,1.78906E+13,45581161
2025-01-31,393882,-11324,-2.79,408161,408653,390928,419665,1.68563E+11,1.82325E+13,45581161
2025-01-24,405206,27571,7.3,377635,407668,377635,483792,1.96337E+11,1.87566E+13,45581161
2025-01-23,377635,-5416,-1.41,384528,387974,375665,128950,49709521500,1.74804E+13,45581161
2025-01-22,383051,-492,-0.13,386005,393390,380589,234670,91860291000,1.77311E+13,45581161
2025-01-21,383543,11817,3.18,372219,386005,372219,281748,1.09205E+11,1.77539E+13,45581161
2025-01-20,371726,-4924,-1.31,386989,386989,368772,228676,86818509500,1.72069E+13,45581161
2025-01-17,376650,-11324,-2.92,386005,386497,372219,308909,1.18413E+11,1.74348E+13,45581161
2025-01-16,387974,-985,-0.25,392898,393390,381081,214039,83964334000,1.7959E+13,45581161
2025-01-15,388959,-492,-0.13,393390,394375,387482,171811,68192293500,1.80046E+13,45581161
2025-01-14,389451,0,0,386005,395852,385512,191711,75972178000,1.80273E+13,45581161
2025-01-13,389451,16740,4.49,375173,392405,375173,420373,1.6536E+11,1.80273E+13,45581161
2025-01-10,372711,-13294,-3.44,382558,384528,369265,343171,1.30424E+11,1.72525E+13,45581161
2025-01-09,386005,8863,2.35,373204,386005,357448,457502,1.73956E+11,1.78678E+13,45581161
2025-01-08,377142,1969,0.52,373204,380589,367295,292046,1.11312E+11,1.74576E+13,45581161
2025-01-07,375173,14771,4.1,363849,378619,361387,337262,1.27597E+11,1.73664E+13,45581161
2025-01-06,360402,3938,1.1,356956,370249,354986,300540,1.10523E+11,1.66827E+13,45581161
2025-01-03,356464,-1477,-0.41,356464,362372,350063,260600,94282069500,1.65004E+13,45581161
2025-01-02,357941,36435,11.33,325445,358433,325445,544064,1.92455E+11,1.65688E+13,45581161
2024-12-30,321506,7385,2.35,312152,324953,312152,204610,66826355000,1.48822E+13,45581161
2024-12-27,314121,-4431,-1.39,316583,322491,313136,196212,62966304000,1.45404E+13,45581161
2024-12-26,318552,-493,-0.15,319045,321999,311659,186277,60108541000,1.47455E+13,45581161
2024-12-24,319045,-1969,-0.61,323968,324953,315598,179574,58184245500,1.47683E+13,45581161
2024-12-23,321014,20679,6.89,301812,323476,301812,336668,1.0769E+11,1.48595E+13,45581161
2024-12-20,300335,-3939,-1.29,304274,304766,298366,221140,67658011500,1.39023E+13,45581161
2024-12-19,304274,3446,1.15,292950,310182,292950,290631,89750736500,1.40846E+13,45581161
2024-12-18,300828,0,0,300335,306736,297874,221485,67877303000,1.3925E+13,45581161
2024-12-17,300828,-14278,-4.53,311659,315598,299351,391304,1.20926E+11,1.3925E+13,45581161
2024-12-16,315106,-2954,-0.93,327415,327907,308213,423292,1.36056E+11,1.4586E+13,45581161
2024-12-13,318060,11324,3.69,311167,319045,305259,396002,1.26036E+11,1.47227E+13,45581161
2024-12-12,306736,13294,4.53,295412,309690,290981,552672,1.69783E+11,1.41985E+13,45581161
2024-12-11,293442,6893,2.41,286549,299843,282611,319668,95286976000,1.35832E+13,45581161
2024-12-10,286549,11816,4.3,274733,287534,265871,756944,2.14081E+11,1.32641E+13,45581161
2024-12-09,274733,-18709,-6.38,279164,283595,272764,729078,2.05841E+11,1.27171E+13,45581161
2024-12-06,293442,-9847,-3.25,309690,312644,281626,938645,2.78359E+11,1.35832E+13,45581161
2024-12-05,303289,-26587,-8.06,329876,330861,299351,837652,2.65943E+11,1.4039E+13,45581161
2024-12-04,329876,-3447,-1.03,323476,337262,323476,479672,1.60612E+11,1.52697E+13,45581161
2024-12-03,333323,17232,5.45,324461,336277,321999,335117,1.12885E+11,1.54292E+13,45581161
2024-12-02,316091,8370,2.72,309690,318552,308213,306671,98186907500,1.46316E+13,45581161
2024-11-29,307721,-12308,-3.85,322984,334308,307721,496191,1.59939E+11,1.42441E+13,45581161
2024-11-28,320029,2461,0.78,317568,326430,308213,347514,1.12874E+11,1.48139E+13,45581161
2024-11-27,317568,2954,0.94,314121,323968,313629,368911,1.19519E+11,1.46999E+13,45581161
