날짜,원/미국달러,기준금리,dubai,총지수
2018-07-02,1117.2,1.5,74.33,98.59
2018-07-03,1117.4,1.5,74.88,98.59
2018-07-04,1121.1,1.5,74.88,98.59
2018-07-05,1115.3,1.5,74.53,98.59
2018-07-06,1118.4,1.5,74.25,98.59
2018-07-07,1118.4,1.5,74.25,98.59
2018-07-08,1118.4,1.5,74.25,98.59
2018-07-09,1117.8,1.5,75.08,98.59
2018-07-10,1112.3,1.5,75.73,98.59
2018-07-11,1113.8,1.5,72.35,98.59
2018-07-12,1120.8,1.5,73.23,98.59
2018-07-13,1127.8,1.5,73.82,98.59
2018-07-14,1127.8,1.5,73.82,98.59
2018-07-15,1127.8,1.5,73.82,98.59
2018-07-16,1123.4,1.5,72.01,98.59
2018-07-17,1128.7,1.5,72.37,98.59
2018-07-18,1125.2,1.5,72.72,98.59
2018-07-19,1128.9,1.5,72.44,98.59
2018-07-20,1131.2,1.5,72.59,98.59
2018-07-21,1131.2,1.5,72.59,98.59
2018-07-22,1131.2,1.5,72.59,98.59
2018-07-23,1134.8,1.5,72.67,98.59
2018-07-24,1128.5,1.5,72.82,98.59
2018-07-25,1135.2,1.5,73.01,98.59
2018-07-26,1127.5,1.5,73.14,98.59
2018-07-27,1119.6,1.5,73.14,98.59
2018-07-28,1119.6,1.5,73.14,98.59
2018-07-29,1119.6,1.5,73.14,98.59
2018-07-30,1120.0,1.5,73.15,98.59
2018-07-31,1116.7,1.5,72.37,98.59
2018-08-01,1117.9,1.5,70.83,99.462
2018-08-02,1119.3,1.5,72.2,99.462
2018-08-03,1122.6,1.5,71.89,99.462
2018-08-04,1122.6,1.5,71.89,99.462
2018-08-05,1122.6,1.5,71.89,99.462
2018-08-06,1128.1,1.5,72.35,99.462
2018-08-07,1123.5,1.5,72.91,99.462
2018-08-08,1125.7,1.5,71.29,99.462
2018-08-09,1118.8,1.5,71.14,99.462
2018-08-10,1117.9,1.5,71.71,99.462
2018-08-11,1117.9,1.5,71.71,99.462
2018-08-12,1117.9,1.5,71.71,99.462
2018-08-13,1126.3,1.5,71.52,99.462
2018-08-14,1133.7,1.5,71.41,99.462
2018-08-15,1133.7,1.5,70.53,99.462
2018-08-16,1132.1,1.5,70.88,99.462
2018-08-17,1130.7,1.5,71.07,99.462
2018-08-18,1130.7,1.5,71.07,99.462
2018-08-19,1130.7,1.5,71.07,99.462
2018-08-20,1125.6,1.5,71.18,99.462
2018-08-21,1121.7,1.5,71.38,99.462
2018-08-22,1118.2,1.5,72.06,99.462
2018-08-23,1118.7,1.5,72.07,99.462
2018-08-24,1120.8,1.5,72.39,99.462
2018-08-25,1120.8,1.5,72.39,99.462
2018-08-26,1120.8,1.5,72.39,99.462
2018-08-27,1121.8,1.5,72.45,99.462
2018-08-28,1114.3,1.5,72.39,99.462
2018-08-29,1110.0,1.5,72.49,99.462
2018-08-30,1108.8,1.5,72.51,99.462
2018-08-31,1108.8,1.5,72.49,99.462
2018-09-01,1108.8,1.5,72.49,100.221
2018-09-02,1108.8,1.5,72.49,100.221
2018-09-03,1113.3,1.5,72.49,100.221
2018-09-04,1113.5,1.5,76.4,100.221
2018-09-05,1114.2,1.5,75.53,100.221
2018-09-06,1117.6,1.5,74.69,100.221
2018-09-07,1121.2,1.5,75.04,100.221
2018-09-08,1121.2,1.5,75.04,100.221
2018-09-09,1121.2,1.5,75.04,100.221
2018-09-10,1123.1,1.5,75.56,100.221
2018-09-11,1128.1,1.5,76.72,100.221
2018-09-12,1126.8,1.5,77.1,100.221
2018-09-13,1127.3,1.5,76.22,100.221
2018-09-14,1121.2,1.5,76.13,100.221
2018-09-15,1121.2,1.5,76.13,100.221
2018-09-16,1121.2,1.5,76.13,100.221
2018-09-17,1119.2,1.5,76.06,100.221
2018-09-18,1126.2,1.5,76.5,100.221
2018-09-19,1126.3,1.5,76.65,100.221
2018-09-20,1123.0,1.5,76.44,100.221
2018-09-21,1119.9,1.5,76.48,100.221
2018-09-22,1119.9,1.5,76.48,100.221
2018-09-23,1119.9,1.5,76.48,100.221
2018-09-24,1119.9,1.5,77.02,100.221
2018-09-25,1119.9,1.5,77.14,100.221
2018-09-26,1119.9,1.5,77.1,100.221
2018-09-27,1116.6,1.5,77.22,100.221
2018-09-28,1112.7,1.5,77.25,100.221
2018-09-29,1112.7,1.5,77.25,100.221
2018-09-30,1112.7,1.5,77.25,100.221
2018-10-01,1110.2,1.5,82.82,100.041
2018-10-02,1110.9,1.5,82.66,100.041
2018-10-03,1110.9,1.5,84.12,100.041
2018-10-04,1116.4,1.5,82.78,100.041
2018-10-05,1128.3,1.5,82.71,100.041
2018-10-06,1128.3,1.5,82.71,100.041
2018-10-07,1128.3,1.5,82.71,100.041
2018-10-08,1130.7,1.5,82.58,100.041
2018-10-09,1130.7,1.5,83.26,100.041
2018-10-10,1131.7,1.5,81.85,100.041
2018-10-11,1132.5,1.5,80.19,100.041
2018-10-12,1142.5,1.5,80.37,100.041
2018-10-13,1142.5,1.5,80.37,100.041
2018-10-14,1142.5,1.5,80.37,100.041
2018-10-15,1133.3,1.5,80.39,100.041
2018-10-16,1133.4,1.5,80.85,100.041
2018-10-17,1128.1,1.5,80.25,100.041
2018-10-18,1125.0,1.5,80.03,100.041
2018-10-19,1132.6,1.5,80.08,100.041
2018-10-20,1132.6,1.5,80.08,100.041
2018-10-21,1132.6,1.5,80.08,100.041
2018-10-22,1134.3,1.5,80.19,100.041
2018-10-23,1130.9,1.5,79.32,100.041
2018-10-24,1135.8,1.5,79.28,100.041
2018-10-25,1132.2,1.5,79.38,100.041
2018-10-26,1138.5,1.5,79.45,100.041
2018-10-27,1138.5,1.5,79.45,100.041
2018-10-28,1138.5,1.5,79.45,100.041
2018-10-29,1140.6,1.5,79.41,100.041
2018-10-30,1138.6,1.5,79.35,100.041
2018-10-31,1140.6,1.5,73.51,100.041
2018-11-01,1139.2,1.5,71.56,99.33
2018-11-02,1138.8,1.5,71.54,99.33
2018-11-03,1138.8,1.5,71.54,99.33
2018-11-04,1138.8,1.5,71.54,99.33
2018-11-05,1125.5,1.5,71.88,99.33
2018-11-06,1122.7,1.5,70.99,99.33
2018-11-07,1122.5,1.5,71.06,99.33
2018-11-08,1120.9,1.5,69.98,99.33
2018-11-09,1118.4,1.5,69.82,99.33
2018-11-10,1118.4,1.5,69.82,99.33
2018-11-11,1118.4,1.5,69.82,99.33
2018-11-12,1125.7,1.5,69.81,99.33
2018-11-13,1132.0,1.5,66.91,99.33
2018-11-14,1135.7,1.5,67.26,99.33
2018-11-15,1132.4,1.5,67.55,99.33
2018-11-16,1130.3,1.5,67.6,99.33
2018-11-17,1130.3,1.5,67.6,99.33
2018-11-18,1130.3,1.5,67.6,99.33
2018-11-19,1128.7,1.5,67.68,99.33
2018-11-20,1127.4,1.5,66.06,99.33
2018-11-21,1127.5,1.5,66.47,99.33
2018-11-22,1131.3,1.5,66.47,99.33
2018-11-23,1129.0,1.5,65.35,99.33
2018-11-24,1129.0,1.5,65.35,99.33
2018-11-25,1129.0,1.5,65.35,99.33
2018-11-26,1130.5,1.5,65.63,99.33
2018-11-27,1129.9,1.5,65.59,99.33
2018-11-28,1129.7,1.5,65.52,99.33
2018-11-29,1128.9,1.5,65.59,99.33
2018-11-30,1121.8,1.75,65.56,99.33
2018-12-01,1121.8,1.75,65.56,98.988
2018-12-02,1121.8,1.75,65.56,98.988
2018-12-03,1120.3,1.75,60.52,98.988
2018-12-04,1113.7,1.75,61.05,98.988
2018-12-05,1109.8,1.75,60.46,98.988
2018-12-06,1113.6,1.75,59.21,98.988
2018-12-07,1117.8,1.75,60.2,98.988
2018-12-08,1117.8,1.75,60.2,98.988
2018-12-09,1117.8,1.75,60.2,98.988
2018-12-10,1118.2,1.75,59.01,98.988
2018-12-11,1124.7,1.75,59.14,98.988
2018-12-12,1129.4,1.75,59.24,98.988
2018-12-13,1127.6,1.75,59.92,98.988
2018-12-14,1124.0,1.75,59.35,98.988
2018-12-15,1124.0,1.75,59.35,98.988
2018-12-16,1124.0,1.75,59.35,98.988
2018-12-17,1129.2,1.75,59.14,98.988
2018-12-18,1131.6,1.75,57.92,98.988
2018-12-19,1129.9,1.75,58.21,98.988
2018-12-20,1125.1,1.75,57.53,98.988
2018-12-21,1128.9,1.75,57.48,98.988
2018-12-22,1128.9,1.75,57.48,98.988
2018-12-23,1128.9,1.75,57.48,98.988
2018-12-24,1123.9,1.75,56.93,98.988
2018-12-25,1123.9,1.75,56.93,98.988
2018-12-26,1125.2,1.75,57.42,98.988
2018-12-27,1125.6,1.75,57.28,98.988
2018-12-28,1121.3,1.75,57.32,98.988
2018-12-29,1121.3,1.75,57.32,98.988
2018-12-30,1121.3,1.75,57.32,98.988
2018-12-31,1118.1,1.75,57.32,98.988
2019-01-01,1118.1,1.75,57.32,98.884
2019-01-02,1118.1,1.75,53.89,98.884
2019-01-03,1119.0,1.75,54.76,98.884
2019-01-04,1127.5,1.75,55.47,98.884
2019-01-05,1127.5,1.75,55.47,98.884
2019-01-06,1127.5,1.75,55.47,98.884
2019-01-07,1125.2,1.75,55.62,98.884
2019-01-08,1118.0,1.75,56.87,98.884
2019-01-09,1121.7,1.75,58.9,98.884
2019-01-10,1121.6,1.75,59.09,98.884
2019-01-11,1118.9,1.75,58.38,98.884
2019-01-12,1118.9,1.75,58.38,98.884
2019-01-13,1118.9,1.75,58.38,98.884
2019-01-14,1117.6,1.75,57.64,98.884
2019-01-15,1121.4,1.75,58.51,98.884
2019-01-16,1120.1,1.75,58.87,98.884
2019-01-17,1122.0,1.75,58.86,98.884
2019-01-18,1121.4,1.75,59.52,98.884
2019-01-19,1121.4,1.75,59.52,98.884
2019-01-20,1121.4,1.75,59.52,98.884
2019-01-21,1121.3,1.75,59.52,98.884
2019-01-22,1126.5,1.75,59.1,98.884
2019-01-23,1130.2,1.75,59.08,98.884
2019-01-24,1128.2,1.75,59.16,98.884
2019-01-25,1128.0,1.75,59.23,98.884
2019-01-26,1128.0,1.75,59.23,98.884
2019-01-27,1128.0,1.75,59.23,98.884
2019-01-28,1125.1,1.75,58.92,98.884
2019-01-29,1116.9,1.75,59.05,98.884
2019-01-30,1118.1,1.75,59.05,98.884
2019-01-31,1117.2,1.75,60.53,98.884
2019-02-01,1111.6,1.75,62.62,99.311
2019-02-02,1111.6,1.75,62.62,99.311
2019-02-03,1111.6,1.75,62.62,99.311
2019-02-04,1111.6,1.75,62.55,99.311
2019-02-05,1111.6,1.75,62.08,99.311
2019-02-06,1111.6,1.75,62.71,99.311
2019-02-07,1116.8,1.75,61.79,99.311
2019-02-08,1123.4,1.75,62.16,99.311
2019-02-09,1123.4,1.75,62.16,99.311
2019-02-10,1123.4,1.75,62.16,99.311
2019-02-11,1124.5,1.75,61.65,99.311
2019-02-12,1124.5,1.75,62.51,99.311
2019-02-13,1124.6,1.75,63.29,99.311
2019-02-14,1121.7,1.75,64.06,99.311
2019-02-15,1125.0,1.75,64.68,99.311
2019-02-16,1125.0,1.75,64.68,99.311
2019-02-17,1125.0,1.75,64.68,99.311
2019-02-18,1127.7,1.75,64.68,99.311
2019-02-19,1124.7,1.75,64.66,99.311
2019-02-20,1127.5,1.75,64.95,99.311
2019-02-21,1122.6,1.75,64.93,99.311
2019-02-22,1124.4,1.75,64.92,99.311
2019-02-23,1124.4,1.75,64.92,99.311
2019-02-24,1124.4,1.75,64.92,99.311
2019-02-25,1125.7,1.75,64.5,99.311
2019-02-26,1120.8,1.75,64.53,99.311
2019-02-27,1118.3,1.75,64.6,99.311
2019-02-28,1117.8,1.75,64.58,99.311
2019-03-01,1117.8,1.75,65.0,99.121
2019-03-02,1117.8,1.75,65.0,99.121
2019-03-03,1117.8,1.75,65.0,99.121
2019-03-04,1119.9,1.75,65.61,99.121
2019-03-05,1125.0,1.75,65.86,99.121
2019-03-06,1125.8,1.75,66.13,99.121
2019-03-07,1127.8,1.75,66.43,99.121
2019-03-08,1128.3,1.75,66.02,99.121
2019-03-09,1128.3,1.75,66.02,99.121
2019-03-10,1128.3,1.75,66.02,99.121
2019-03-11,1134.0,1.75,66.59,99.121
2019-03-12,1134.5,1.75,66.63,99.121
2019-03-13,1128.7,1.75,67.18,99.121
2019-03-14,1131.5,1.75,66.94,99.121
2019-03-15,1132.7,1.75,66.87,99.121
2019-03-16,1132.7,1.75,66.87,99.121
2019-03-17,1132.7,1.75,66.87,99.121
2019-03-18,1136.1,1.75,67.02,99.121
2019-03-19,1133.7,1.75,67.05,99.121
2019-03-20,1130.9,1.75,67.34,99.121
2019-03-21,1130.4,1.75,67.09,99.121
2019-03-22,1125.8,1.75,66.9,99.121
2019-03-23,1125.8,1.75,66.9,99.121
2019-03-24,1125.8,1.75,66.9,99.121
2019-03-25,1129.8,1.75,66.89,99.121
2019-03-26,1134.9,1.75,66.97,99.121
2019-03-27,1132.1,1.75,66.92,99.121
2019-03-28,1134.7,1.75,66.89,99.121
2019-03-29,1137.8,1.75,66.93,99.121
2019-03-30,1137.8,1.75,66.93,99.121
2019-03-31,1137.8,1.75,66.93,99.121
2019-04-01,1136.1,1.75,68.46,99.481
2019-04-02,1132.7,1.75,68.89,99.481
2019-04-03,1135.8,1.75,68.82,99.481
2019-04-04,1134.9,1.75,68.98,99.481
2019-04-05,1135.5,1.75,69.73,99.481
2019-04-06,1135.5,1.75,69.73,99.481
2019-04-07,1135.5,1.75,69.73,99.481
2019-04-08,1136.4,1.75,70.09,99.481
2019-04-09,1141.4,1.75,69.66,99.481
2019-04-10,1142.8,1.75,70.39,99.481
2019-04-11,1141.2,1.75,69.7,99.481
2019-04-12,1139.2,1.75,69.98,99.481
2019-04-13,1139.2,1.75,69.98,99.481
2019-04-14,1139.2,1.75,69.98,99.481
2019-04-15,1140.5,1.75,69.83,99.481
2019-04-16,1133.9,1.75,70.24,99.481
2019-04-17,1135.7,1.75,70.15,99.481
2019-04-18,1136.1,1.75,70.37,99.481
2019-04-19,1136.2,1.75,70.37,99.481
2019-04-20,1136.2,1.75,70.37,99.481
2019-04-21,1136.2,1.75,70.37,99.481
2019-04-22,1137.1,1.75,71.02,99.481
2019-04-23,1140.8,1.75,71.1,99.481
2019-04-24,1141.1,1.75,71.2,99.481
2019-04-25,1146.9,1.75,71.13,99.481
2019-04-26,1158.7,1.75,70.96,99.481
2019-04-27,1158.7,1.75,70.96,99.481
2019-04-28,1158.7,1.75,70.96,99.481
2019-04-29,1159.7,1.75,70.93,99.481
2019-04-30,1158.2,1.75,71.51,99.481
2019-05-01,1158.2,1.75,71.65,99.652
2019-05-02,1163.8,1.75,70.61,99.652
2019-05-03,1163.9,1.75,70.64,99.652
2019-05-04,1163.9,1.75,70.64,99.652
2019-05-05,1163.9,1.75,70.64,99.652
2019-05-06,1163.9,1.75,70.56,99.652
2019-05-07,1169.4,1.75,69.41,99.652
2019-05-08,1169.8,1.75,69.59,99.652
2019-05-09,1169.9,1.75,69.69,99.652
2019-05-10,1175.8,1.75,69.9,99.652
2019-05-11,1175.8,1.75,69.9,99.652
2019-05-12,1175.8,1.75,69.9,99.652
2019-05-13,1178.1,1.75,69.64,99.652
2019-05-14,1183.1,1.75,70.4,99.652
2019-05-15,1187.0,1.75,70.64,99.652
2019-05-16,1189.4,1.75,71.15,99.652
2019-05-17,1189.8,1.75,71.01,99.652
2019-05-18,1189.8,1.75,71.01,99.652
2019-05-19,1189.8,1.75,71.01,99.652
2019-05-20,1192.7,1.75,70.91,99.652
2019-05-21,1192.9,1.75,70.99,99.652
2019-05-22,1193.3,1.75,70.5,99.652
2019-05-23,1194.6,1.75,69.37,99.652
2019-05-24,1191.2,1.75,69.43,99.652
2019-05-25,1191.2,1.75,69.43,99.652
2019-05-26,1191.2,1.75,69.43,99.652
2019-05-27,1189.6,1.75,69.43,99.652
2019-05-28,1184.1,1.75,69.66,99.652
2019-05-29,1187.6,1.75,69.51,99.652
2019-05-30,1193.1,1.75,69.34,99.652
2019-05-31,1190.0,1.75,69.38,99.652
2019-06-01,1190.0,1.75,69.38,99.491
2019-06-02,1190.0,1.75,69.38,99.491
2019-06-03,1191.2,1.75,60.4,99.491
2019-06-04,1183.0,1.75,60.83,99.491
2019-06-05,1181.5,1.75,59.57,99.491
2019-06-06,1181.5,1.75,59.85,99.491
2019-06-07,1179.8,1.75,61.26,99.491
2019-06-08,1179.8,1.75,61.26,99.491
2019-06-09,1179.8,1.75,61.26,99.491
2019-06-10,1179.5,1.75,60.59,99.491
2019-06-11,1184.0,1.75,60.94,99.491
2019-06-12,1181.7,1.75,59.37,99.491
2019-06-13,1181.7,1.75,60.18,99.491
2019-06-14,1184.7,1.75,60.57,99.491
2019-06-15,1184.7,1.75,60.57,99.491
2019-06-16,1184.7,1.75,60.57,99.491
2019-06-17,1184.0,1.75,59.94,99.491
2019-06-18,1186.3,1.75,60.64,99.491
2019-06-19,1185.0,1.75,60.65,99.491
2019-06-20,1177.0,1.75,61.59,99.491
2019-06-21,1167.7,1.75,61.81,99.491
2019-06-22,1167.7,1.75,61.81,99.491
2019-06-23,1167.7,1.75,61.81,99.491
2019-06-24,1162.0,1.75,61.64,99.491
2019-06-25,1157.9,1.75,61.63,99.491
2019-06-26,1154.7,1.75,61.77,99.491
2019-06-27,1158.2,1.75,61.73,99.491
2019-06-28,1156.8,1.75,61.76,99.491
2019-06-29,1156.8,1.75,61.76,99.491
2019-06-30,1156.8,1.75,61.76,99.491
2019-07-01,1156.4,1.75,63.19,99.187
2019-07-02,1155.4,1.75,61.02,99.187
2019-07-03,1164.8,1.75,62.25,99.187
2019-07-04,1170.4,1.75,62.25,99.187
2019-07-05,1169.2,1.75,62.53,99.187
2019-07-06,1169.2,1.75,62.53,99.187
2019-07-07,1169.2,1.75,62.53,99.187
2019-07-08,1170.4,1.75,62.61,99.187
2019-07-09,1178.5,1.75,62.77,99.187
2019-07-10,1179.9,1.75,64.62,99.187
2019-07-11,1181.4,1.75,64.24,99.187
2019-07-12,1173.8,1.75,64.44,99.187
2019-07-13,1173.8,1.75,64.44,99.187
2019-07-14,1173.8,1.75,64.44,99.187
2019-07-15,1177.3,1.75,64.31,99.187
2019-07-16,1179.2,1.75,63.19,99.187
2019-07-17,1178.5,1.75,62.85,99.187
2019-07-18,1180.4,1.5,62.31,99.187
2019-07-19,1179.5,1.5,62.59,99.187
2019-07-20,1179.5,1.5,62.59,99.187
2019-07-21,1179.5,1.5,62.59,99.187
2019-07-22,1173.4,1.5,62.95,99.187
2019-07-23,1177.6,1.5,63.07,99.187
2019-07-24,1178.4,1.5,63.02,99.187
2019-07-25,1178.2,1.5,63.14,99.187
2019-07-26,1179.8,1.5,63.17,99.187
2019-07-27,1179.8,1.5,63.17,99.187
2019-07-28,1179.8,1.5,63.17,99.187
2019-07-29,1184.2,1.5,63.16,99.187
2019-07-30,1183.4,1.5,63.23,99.187
2019-07-31,1182.0,1.5,63.48,99.187
2019-08-01,1181.9,1.5,59.4,99.425
2019-08-02,1188.5,1.5,60.56,99.425
2019-08-03,1188.5,1.5,60.56,99.425
2019-08-04,1188.5,1.5,60.56,99.425
2019-08-05,1194.8,1.5,58.86,99.425
2019-08-06,1211.8,1.5,58.27,99.425
2019-08-07,1214.3,1.5,56.4,99.425
2019-08-08,1214.5,1.5,57.47,99.425
2019-08-09,1211.3,1.5,58.31,99.425
2019-08-10,1211.3,1.5,58.31,99.425
2019-08-11,1211.3,1.5,58.31,99.425
2019-08-12,1209.7,1.5,58.35,99.425
2019-08-13,1215.6,1.5,60.03,99.425
2019-08-14,1218.9,1.5,58.71,99.425
2019-08-15,1218.9,1.5,58.09,99.425
2019-08-16,1211.7,1.5,58.35,99.425
2019-08-17,1211.7,1.5,58.35,99.425
2019-08-18,1211.7,1.5,58.35,99.425
2019-08-19,1213.3,1.5,58.93,99.425
2019-08-20,1210.7,1.5,59.12,99.425
2019-08-21,1210.2,1.5,59.3,99.425
2019-08-22,1204.0,1.5,59.27,99.425
2019-08-23,1205.1,1.5,59.06,99.425
2019-08-24,1205.1,1.5,59.06,99.425
2019-08-25,1205.1,1.5,59.06,99.425
2019-08-26,1212.2,1.5,58.87,99.425
2019-08-27,1218.2,1.5,58.98,99.425
2019-08-28,1213.1,1.5,59.11,99.425
2019-08-29,1213.5,1.5,59.09,99.425
2019-08-30,1215.2,1.5,59.11,99.425
2019-08-31,1215.2,1.5,59.11,99.425
2019-09-01,1215.2,1.5,59.11,99.794
2019-09-02,1209.6,1.5,59.11,99.794
2019-09-03,1211.9,1.5,56.69,99.794
2019-09-04,1215.2,1.5,58.6,99.794
2019-09-05,1209.7,1.5,58.64,99.794
2019-09-06,1199.6,1.5,59.3,99.794
2019-09-07,1199.6,1.5,59.3,99.794
2019-09-08,1199.6,1.5,59.3,99.794
2019-09-09,1196.9,1.5,60.06,99.794
2019-09-10,1192.4,1.5,59.75,99.794
2019-09-11,1191.9,1.5,58.73,99.794
2019-09-12,1191.9,1.5,58.64,99.794
2019-09-13,1191.9,1.5,58.58,99.794
2019-09-14,1191.9,1.5,58.58,99.794
2019-09-15,1191.9,1.5,58.58,99.794
2019-09-16,1191.4,1.5,63.12,99.794
2019-09-17,1184.0,1.5,61.32,99.794
2019-09-18,1188.3,1.5,61.13,99.794
2019-09-19,1190.5,1.5,61.41,99.794
2019-09-20,1195.1,1.5,61.51,99.794
2019-09-21,1195.1,1.5,61.51,99.794
2019-09-22,1195.1,1.5,61.51,99.794
2019-09-23,1191.1,1.5,61.64,99.794
2019-09-24,1193.1,1.5,61.24,99.794
2019-09-25,1194.0,1.5,61.09,99.794
2019-09-26,1198.3,1.5,61.16,99.794
2019-09-27,1199.1,1.5,61.09,99.794
2019-09-28,1199.1,1.5,61.09,99.794
2019-09-29,1199.1,1.5,61.09,99.794
2019-09-30,1201.3,1.5,57.92,99.794
2019-10-01,1199.2,1.5,58.11,100.041
2019-10-02,1198.2,1.5,57.32,100.041
2019-10-03,1198.2,1.5,57.45,100.041
2019-10-04,1203.7,1.5,58.11,100.041
2019-10-05,1203.7,1.5,58.11,100.041
2019-10-06,1203.7,1.5,58.11,100.041
2019-10-07,1197.0,1.5,58.22,100.041
2019-10-08,1196.5,1.5,57.91,100.041
2019-10-09,1196.5,1.5,57.94,100.041
2019-10-10,1194.7,1.5,58.66,100.041
2019-10-11,1196.1,1.5,59.72,100.041
2019-10-12,1196.1,1.5,59.72,100.041
2019-10-13,1196.1,1.5,59.72,100.041
2019-10-14,1189.3,1.5,58.94,100.041
2019-10-15,1183.7,1.5,58.86,100.041
2019-10-16,1184.1,1.25,59.0,100.041
2019-10-17,1187.0,1.25,59.17,100.041
2019-10-18,1186.6,1.25,58.96,100.041
2019-10-19,1186.6,1.25,58.96,100.041
2019-10-20,1186.6,1.25,58.96,100.041
2019-10-21,1180.5,1.25,58.87,100.041
2019-10-22,1175.4,1.25,59.03,100.041
2019-10-23,1171.4,1.25,59.37,100.041
2019-10-24,1173.7,1.25,59.45,100.041
2019-10-25,1171.0,1.25,59.52,100.041
2019-10-26,1171.0,1.25,59.52,100.041
2019-10-27,1171.0,1.25,59.52,100.041
2019-10-28,1174.2,1.25,59.45,100.041
2019-10-29,1169.6,1.25,59.41,100.041
2019-10-30,1166.5,1.25,59.32,100.041
2019-10-31,1168.4,1.25,58.45,100.041
2019-11-01,1161.7,1.25,60.54,99.481
2019-11-02,1161.7,1.25,60.54,99.481
2019-11-03,1161.7,1.25,60.54,99.481
2019-11-04,1167.6,1.25,60.89,99.481
2019-11-05,1160.4,1.25,61.49,99.481
2019-11-06,1160.1,1.25,60.56,99.481
2019-11-07,1157.5,1.25,61.1,99.481
2019-11-08,1160.6,1.25,61.28,99.481
2019-11-09,1160.6,1.25,61.28,99.481
2019-11-10,1160.6,1.25,61.28,99.481
2019-11-11,1156.1,1.25,61.09,99.481
2019-11-12,1161.3,1.25,61.29,99.481
2019-11-13,1163.5,1.25,61.52,99.481
2019-11-14,1167.6,1.25,61.44,99.481
2019-11-15,1170.4,1.25,61.94,99.481
2019-11-16,1170.4,1.25,61.94,99.481
2019-11-17,1170.4,1.25,61.94,99.481
2019-11-18,1166.3,1.25,61.56,99.481
2019-11-19,1164.5,1.25,60.98,99.481
2019-11-20,1168.6,1.25,61.6,99.481
2019-11-21,1170.1,1.25,62.07,99.481
2019-11-22,1176.5,1.25,61.9,99.481
2019-11-23,1176.5,1.25,61.9,99.481
2019-11-24,1176.5,1.25,61.9,99.481
2019-11-25,1177.8,1.25,61.94,99.481
2019-11-26,1176.2,1.25,61.95,99.481
2019-11-27,1174.4,1.25,61.95,99.481
2019-11-28,1176.0,1.25,61.95,99.481
2019-11-29,1179.3,1.25,61.97,99.481
2019-11-30,1179.3,1.25,61.97,99.481
2019-12-01,1179.3,1.25,61.97,99.719
2019-12-02,1180.3,1.25,60.41,99.719
2019-12-03,1180.4,1.25,60.46,99.719
2019-12-04,1186.2,1.25,62.52,99.719
2019-12-05,1193.7,1.25,62.82,99.719
2019-12-06,1190.2,1.25,63.43,99.719
2019-12-07,1190.2,1.25,63.43,99.719
2019-12-08,1190.2,1.25,63.43,99.719
2019-12-09,1189.7,1.25,63.34,99.719
2019-12-10,1189.3,1.25,63.5,99.719
2019-12-11,1192.0,1.25,62.98,99.719
2019-12-12,1193.3,1.25,63.46,99.719
2019-12-13,1188.6,1.25,64.12,99.719
2019-12-14,1188.6,1.25,64.12,99.719
2019-12-15,1188.6,1.25,64.12,99.719
2019-12-16,1171.7,1.25,64.19,99.719
2019-12-17,1172.9,1.25,64.53,99.719
2019-12-18,1166.7,1.25,64.54,99.719
2019-12-19,1165.3,1.25,64.7,99.719
2019-12-20,1164.5,1.25,64.63,99.719
2019-12-21,1164.5,1.25,64.63,99.719
2019-12-22,1164.5,1.25,64.63,99.719
2019-12-23,1162.6,1.25,64.65,99.719
2019-12-24,1161.7,1.25,64.79,99.719
2019-12-25,1161.7,1.25,64.79,99.719
2019-12-26,1163.7,1.25,64.83,99.719
2019-12-27,1161.2,1.25,64.82,99.719
2019-12-28,1161.2,1.25,64.82,99.719
2019-12-29,1161.2,1.25,64.82,99.719
2019-12-30,1160.9,1.25,64.85,99.719
2019-12-31,1157.8,1.25,65.05,99.719
2020-01-01,1157.8,1.25,65.05,100.09
2020-01-02,1157.8,1.25,65.44,100.09
2020-01-03,1156.9,1.25,67.83,100.09
2020-01-04,1156.9,1.25,67.83,100.09
2020-01-05,1156.9,1.25,67.83,100.09
2020-01-06,1162.7,1.25,68.28,100.09
2020-01-07,1169.6,1.25,67.92,100.09
2020-01-08,1165.3,1.25,66.0,100.09
2020-01-09,1174.1,1.25,66.15,100.09
2020-01-10,1160.0,1.25,66.07,100.09
2020-01-11,1160.0,1.25,66.07,100.09
2020-01-12,1160.0,1.25,66.07,100.09
2020-01-13,1161.1,1.25,65.72,100.09
2020-01-14,1155.7,1.25,65.84,100.09
2020-01-15,1153.1,1.25,65.49,100.09
2020-01-16,1158.8,1.25,65.74,100.09
2020-01-17,1159.6,1.25,65.75,100.09
2020-01-18,1159.6,1.25,65.75,100.09
2020-01-19,1159.6,1.25,65.75,100.09
2020-01-20,1158.8,1.25,65.75,100.09
2020-01-21,1158.8,1.25,65.59,100.09
2020-01-22,1164.7,1.25,65.26,100.09
2020-01-23,1165.1,1.25,64.94,100.09
2020-01-24,1165.1,1.25,64.64,100.09
2020-01-25,1165.1,1.25,64.64,100.09
2020-01-26,1165.1,1.25,64.64,100.09
2020-01-27,1165.1,1.25,64.37,100.09
2020-01-28,1167.2,1.25,64.34,100.09
2020-01-29,1176.7,1.25,64.37,100.09
2020-01-30,1176.0,1.25,64.17,100.09
2020-01-31,1183.5,1.25,64.29,100.09
2020-02-01,1183.5,1.25,64.29,100.16
2020-02-02,1183.5,1.25,64.29,100.16
2020-02-03,1187.8,1.25,53.5,100.16
