날짜,원/미국달러,기준금리,dubai,총지수
2016-11-27,1182.4,1.25,43.95,96.237
2016-11-28,1178.9,1.25,44.02,96.237
2016-11-29,1170.3,1.25,43.88,96.237
2016-11-30,1168.5,1.25,43.86,96.237
2016-12-01,1168.0,1.25,50.85,96.342
2016-12-02,1172.6,1.25,51.02,96.342
2016-12-03,1172.6,1.25,51.02,96.342
2016-12-04,1172.6,1.25,51.02,96.342
2016-12-05,1170.5,1.25,51.5,96.342
2016-12-06,1173.8,1.25,51.03,96.342
2016-12-07,1169.5,1.25,50.35,96.342
2016-12-08,1169.4,1.25,50.98,96.342
2016-12-09,1159.1,1.25,51.3,96.342
2016-12-10,1159.1,1.25,51.3,96.342
2016-12-11,1159.1,1.25,51.3,96.342
2016-12-12,1166.2,1.25,52.25,96.342
2016-12-13,1170.2,1.25,52.36,96.342
2016-12-14,1165.5,1.25,51.41,96.342
2016-12-15,1168.3,1.25,51.52,96.342
2016-12-16,1180.1,1.25,52.0,96.342
2016-12-17,1180.1,1.25,52.0,96.342
2016-12-18,1180.1,1.25,52.0,96.342
2016-12-19,1183.4,1.25,51.81,96.342
2016-12-20,1186.4,1.25,51.95,96.342
2016-12-21,1191.2,1.25,51.69,96.342
2016-12-22,1194.2,1.25,51.94,96.342
2016-12-23,1198.0,1.25,51.95,96.342
2016-12-24,1198.0,1.25,51.95,96.342
2016-12-25,1198.0,1.25,51.95,96.342
2016-12-26,1202.9,1.25,51.95,96.342
2016-12-27,1199.4,1.25,52.09,96.342
2016-12-28,1205.3,1.25,52.09,96.342
2016-12-29,1207.6,1.25,52.12,96.342
2016-12-30,1208.5,1.25,52.09,96.342
2016-12-31,1208.5,1.25,52.09,96.342
2017-01-01,1208.5,1.25,52.09,97.366
2017-01-02,1208.5,1.25,52.09,97.366
2017-01-03,1207.8,1.25,52.09,97.366
2017-01-04,1206.2,1.25,52.09,97.366
2017-01-05,1206.7,1.25,54.76,97.366
2017-01-06,1191.6,1.25,54.81,97.366
2017-01-07,1191.6,1.25,54.81,97.366
2017-01-08,1191.6,1.25,54.81,97.366
2017-01-09,1189.1,1.25,53.18,97.366
2017-01-10,1205.5,1.25,52.32,97.366
2017-01-11,1198.7,1.25,53.37,97.366
2017-01-12,1196.4,1.25,53.89,97.366
2017-01-13,1182.8,1.25,53.71,97.366
2017-01-14,1182.8,1.25,53.71,97.366
2017-01-15,1182.8,1.25,53.71,97.366
2017-01-16,1177.7,1.25,53.71,97.366
2017-01-17,1180.5,1.25,53.68,97.366
2017-01-18,1180.9,1.25,53.1,97.366
2017-01-19,1165.6,1.25,53.31,97.366
2017-01-20,1177.1,1.25,53.74,97.366
2017-01-21,1177.1,1.25,53.74,97.366
2017-01-22,1177.1,1.25,53.74,97.366
2017-01-23,1172.5,1.25,53.64,97.366
2017-01-24,1166.7,1.25,53.69,97.366
2017-01-25,1163.6,1.25,53.67,97.366
2017-01-26,1166.2,1.25,53.8,97.366
2017-01-27,1166.2,1.25,53.75,97.366
2017-01-28,1166.2,1.25,53.75,97.366
2017-01-29,1166.2,1.25,53.75,97.366
2017-01-30,1166.2,1.25,53.74,97.366
2017-01-31,1157.8,1.25,53.71,97.366
2017-02-01,1165.5,1.25,54.43,97.632
2017-02-02,1155.2,1.25,54.65,97.632
2017-02-03,1149.2,1.25,55.08,97.632
2017-02-04,1149.2,1.25,55.08,97.632
2017-02-05,1149.2,1.25,55.08,97.632
2017-02-06,1146.8,1.25,54.24,97.632
2017-02-07,1137.7,1.25,53.89,97.632
2017-02-08,1142.1,1.25,53.72,97.632
2017-02-09,1145.4,1.25,54.1,97.632
2017-02-10,1145.7,1.25,54.59,97.632
2017-02-11,1145.7,1.25,54.59,97.632
2017-02-12,1145.7,1.25,54.59,97.632
2017-02-13,1151.4,1.25,54.02,97.632
2017-02-14,1151.9,1.25,54.26,97.632
2017-02-15,1144.5,1.25,54.13,97.632
2017-02-16,1141.6,1.25,54.12,97.632
2017-02-17,1138.9,1.25,54.21,97.632
2017-02-18,1138.9,1.25,54.21,97.632
2017-02-19,1138.9,1.25,54.21,97.632
2017-02-20,1145.3,1.25,54.21,97.632
2017-02-21,1147.6,1.25,54.41,97.632
2017-02-22,1146.8,1.25,54.27,97.632
2017-02-23,1140.9,1.25,54.41,97.632
2017-02-24,1138.8,1.25,54.38,97.632
2017-02-25,1138.8,1.25,54.38,97.632
2017-02-26,1138.8,1.25,54.38,97.632
2017-02-27,1131.0,1.25,54.43,97.632
2017-02-28,1132.1,1.25,54.44,97.632
2017-03-01,1132.1,1.25,54.94,97.565
2017-03-02,1132.3,1.25,53.86,97.565
2017-03-03,1142.0,1.25,54.34,97.565
2017-03-04,1142.0,1.25,54.34,97.565
2017-03-05,1142.0,1.25,54.34,97.565
2017-03-06,1152.7,1.25,54.32,97.565
2017-03-07,1156.1,1.25,54.31,97.565
2017-03-08,1151.2,1.25,52.25,97.565
2017-03-09,1146.6,1.25,51.81,97.565
2017-03-10,1156.1,1.25,51.36,97.565
2017-03-11,1156.1,1.25,51.36,97.565
2017-03-12,1156.1,1.25,51.36,97.565
2017-03-13,1158.2,1.25,51.35,97.565
2017-03-14,1147.7,1.25,50.96,97.565
2017-03-15,1147.3,1.25,51.38,97.565
2017-03-16,1146.3,1.25,51.39,97.565
2017-03-17,1131.7,1.25,51.37,97.565
2017-03-18,1131.7,1.25,51.37,97.565
2017-03-19,1131.7,1.25,51.37,97.565
2017-03-20,1131.4,1.25,51.31,97.565
2017-03-21,1124.5,1.25,51.09,97.565
2017-03-22,1117.5,1.25,51.04,97.565
2017-03-23,1123.8,1.25,51.04,97.565
2017-03-24,1120.0,1.25,50.96,97.565
2017-03-25,1120.0,1.25,50.96,97.565
2017-03-26,1120.0,1.25,50.96,97.565
2017-03-27,1122.7,1.25,51.0,97.565
2017-03-28,1114.2,1.25,51.08,97.565
2017-03-29,1112.5,1.25,51.19,97.565
2017-03-30,1114.0,1.25,51.22,97.565
2017-03-31,1116.1,1.25,51.2,97.565
2017-04-01,1116.1,1.25,51.2,97.442
2017-04-02,1116.1,1.25,51.2,97.442
2017-04-03,1119.3,1.25,51.35,97.442
2017-04-04,1113.8,1.25,52.19,97.442
2017-04-05,1118.9,1.25,52.5,97.442
2017-04-06,1124.0,1.25,52.92,97.442
2017-04-07,1131.0,1.25,53.24,97.442
2017-04-08,1131.0,1.25,53.24,97.442
2017-04-09,1131.0,1.25,53.24,97.442
2017-04-10,1134.6,1.25,53.83,97.442
2017-04-11,1141.6,1.25,54.07,97.442
2017-04-12,1145.8,1.25,53.71,97.442
2017-04-13,1145.2,1.25,53.73,97.442
2017-04-14,1131.9,1.25,53.73,97.442
2017-04-15,1131.9,1.25,53.73,97.442
2017-04-16,1131.9,1.25,53.73,97.442
2017-04-17,1138.8,1.25,53.42,97.442
2017-04-18,1136.5,1.25,53.19,97.442
2017-04-19,1137.9,1.25,52.49,97.442
2017-04-20,1139.8,1.25,52.57,97.442
2017-04-21,1141.4,1.25,52.31,97.442
2017-04-22,1141.4,1.25,52.31,97.442
2017-04-23,1141.4,1.25,52.31,97.442
2017-04-24,1136.6,1.25,52.3,97.442
2017-04-25,1131.7,1.25,52.37,97.442
2017-04-26,1130.5,1.25,52.35,97.442
2017-04-27,1125.1,1.25,52.3,97.442
2017-04-28,1130.1,1.25,52.29,97.442
2017-04-29,1130.1,1.25,52.29,97.442
2017-04-30,1130.1,1.25,52.29,97.442
2017-05-01,1130.1,1.25,50.69,97.546
2017-05-02,1133.4,1.25,49.3,97.546
2017-05-03,1133.4,1.25,49.74,97.546
2017-05-04,1130.7,1.25,47.66,97.546
2017-05-05,1130.7,1.25,48.34,97.546
2017-05-06,1130.7,1.25,48.34,97.546
2017-05-07,1130.7,1.25,48.34,97.546
2017-05-08,1132.1,1.25,48.54,97.546
2017-05-09,1132.1,1.25,48.1,97.546
2017-05-10,1132.4,1.25,49.16,97.546
2017-05-11,1134.5,1.25,49.48,97.546
2017-05-12,1130.4,1.25,49.49,97.546
2017-05-13,1130.4,1.25,49.49,97.546
2017-05-14,1130.4,1.25,49.49,97.546
2017-05-15,1126.8,1.25,50.04,97.546
2017-05-16,1125.4,1.25,50.03,97.546
2017-05-17,1117.7,1.25,50.35,97.546
2017-05-18,1118.4,1.25,50.46,97.546
2017-05-19,1125.2,1.25,50.87,97.546
2017-05-20,1125.2,1.25,50.87,97.546
2017-05-21,1125.2,1.25,50.87,97.546
2017-05-22,1127.5,1.25,50.93,97.546
2017-05-23,1117.1,1.25,51.05,97.546
2017-05-24,1120.6,1.25,50.97,97.546
2017-05-25,1126.6,1.25,50.5,97.546
2017-05-26,1118.0,1.25,50.59,97.546
2017-05-27,1118.0,1.25,50.59,97.546
2017-05-28,1118.0,1.25,50.59,97.546
2017-05-29,1119.5,1.25,50.59,97.546
2017-05-30,1120.1,1.25,50.57,97.546
2017-05-31,1123.9,1.25,50.53,97.546
2017-06-01,1121.8,1.25,49.46,97.338
2017-06-02,1120.4,1.25,48.76,97.338
2017-06-03,1120.4,1.25,48.76,97.338
2017-06-04,1120.4,1.25,48.76,97.338
2017-06-05,1120.9,1.25,48.25,97.338
2017-06-06,1120.9,1.25,48.75,97.338
2017-06-07,1118.4,1.25,47.17,97.338
2017-06-08,1122.0,1.25,47.11,97.338
2017-06-09,1125.0,1.25,47.38,97.338
2017-06-10,1125.0,1.25,47.38,97.338
2017-06-11,1125.0,1.25,47.38,97.338
2017-06-12,1121.6,1.25,47.47,97.338
2017-06-13,1126.0,1.25,47.68,97.338
2017-06-14,1128.9,1.25,46.69,97.338
2017-06-15,1125.6,1.25,46.59,97.338
2017-06-16,1122.8,1.25,46.73,97.338
2017-06-17,1122.8,1.25,46.73,97.338
2017-06-18,1122.8,1.25,46.73,97.338
2017-06-19,1133.0,1.25,46.55,97.338
2017-06-20,1131.4,1.25,46.55,97.338
2017-06-21,1137.0,1.25,45.99,97.338
2017-06-22,1142.2,1.25,46.1,97.338
2017-06-23,1140.8,1.25,46.19,97.338
2017-06-24,1140.8,1.25,46.19,97.338
2017-06-25,1140.8,1.25,46.19,97.338
2017-06-26,1140.1,1.25,46.24,97.338
2017-06-27,1135.2,1.25,46.39,97.338
2017-06-28,1136.4,1.25,46.44,97.338
2017-06-29,1141.7,1.25,46.46,97.338
2017-06-30,1139.6,1.25,46.47,97.338
2017-07-01,1139.6,1.25,46.47,97.499
2017-07-02,1139.6,1.25,46.47,97.499
2017-07-03,1144.0,1.25,48.54,97.499
2017-07-04,1145.0,1.25,48.54,97.499
2017-07-05,1149.3,1.25,46.58,97.499
2017-07-06,1149.3,1.25,47.0,97.499
2017-07-07,1153.5,1.25,45.88,97.499
2017-07-08,1153.5,1.25,45.88,97.499
2017-07-09,1153.5,1.25,45.88,97.499
2017-07-10,1155.8,1.25,46.02,97.499
2017-07-11,1149.9,1.25,46.43,97.499
2017-07-12,1150.1,1.25,46.57,97.499
2017-07-13,1145.6,1.25,46.94,97.499
2017-07-14,1137.5,1.25,47.22,97.499
2017-07-15,1137.5,1.25,47.22,97.499
2017-07-16,1137.5,1.25,47.22,97.499
2017-07-17,1136.0,1.25,46.98,97.499
2017-07-18,1128.2,1.25,47.14,97.499
2017-07-19,1126.3,1.25,47.45,97.499
2017-07-20,1121.8,1.25,47.31,97.499
2017-07-21,1124.9,1.25,47.0,97.499
2017-07-22,1124.9,1.25,47.0,97.499
2017-07-23,1124.9,1.25,47.0,97.499
2017-07-24,1121.2,1.25,47.11,97.499
2017-07-25,1116.1,1.25,47.41,97.499
2017-07-26,1116.1,1.25,47.51,97.499
2017-07-27,1120.3,1.25,47.56,97.499
2017-07-28,1112.5,1.25,47.56,97.499
2017-07-29,1112.5,1.25,47.56,97.499
2017-07-30,1112.5,1.25,47.56,97.499
2017-07-31,1119.1,1.25,47.56,97.499
2017-08-01,1121.9,1.25,50.42,98.058
2017-08-02,1118.0,1.25,51.03,98.058
2017-08-03,1123.2,1.25,50.64,98.058
2017-08-04,1127.6,1.25,51.09,98.058
2017-08-05,1127.6,1.25,51.09,98.058
2017-08-06,1127.6,1.25,51.09,98.058
2017-08-07,1125.4,1.25,51.0,98.058
2017-08-08,1127.3,1.25,50.8,98.058
2017-08-09,1125.4,1.25,50.66,98.058
2017-08-10,1134.7,1.25,50.59,98.058
2017-08-11,1141.1,1.25,50.62,98.058
2017-08-12,1141.1,1.25,50.62,98.058
2017-08-13,1141.1,1.25,50.62,98.058
2017-08-14,1146.3,1.25,49.85,98.058
2017-08-15,1146.3,1.25,49.89,98.058
2017-08-16,1138.2,1.25,49.57,98.058
2017-08-17,1139.6,1.25,49.84,98.058
2017-08-18,1135.9,1.25,50.45,98.058
2017-08-19,1135.9,1.25,50.45,98.058
2017-08-20,1135.9,1.25,50.45,98.058
2017-08-21,1142.0,1.25,50.09,98.058
2017-08-22,1138.3,1.25,50.13,98.058
2017-08-23,1135.6,1.25,50.35,98.058
2017-08-24,1130.9,1.25,50.21,98.058
2017-08-25,1127.3,1.25,50.29,98.058
2017-08-26,1127.3,1.25,50.29,98.058
2017-08-27,1127.3,1.25,50.29,98.058
2017-08-28,1129.2,1.25,50.23,98.058
2017-08-29,1120.4,1.25,50.24,98.058
2017-08-30,1126.2,1.25,50.21,98.058
2017-08-31,1122.8,1.25,50.22,98.058
2017-09-01,1125.8,1.25,51.48,98.172
2017-09-02,1125.8,1.25,51.48,98.172
2017-09-03,1125.8,1.25,51.48,98.172
2017-09-04,1122.7,1.25,51.48,98.172
2017-09-05,1131.5,1.25,52.01,98.172
2017-09-06,1131.3,1.25,52.76,98.172
2017-09-07,1133.7,1.25,52.78,98.172
2017-09-08,1129.6,1.25,52.23,98.172
2017-09-09,1129.6,1.25,52.23,98.172
2017-09-10,1129.6,1.25,52.23,98.172
2017-09-11,1126.8,1.25,52.34,98.172
2017-09-12,1129.5,1.25,52.58,98.172
2017-09-13,1129.8,1.25,53.06,98.172
2017-09-14,1127.5,1.25,53.21,98.172
2017-09-15,1132.5,1.25,53.27,98.172
2017-09-16,1132.5,1.25,53.27,98.172
2017-09-17,1132.5,1.25,53.27,98.172
2017-09-18,1133.5,1.25,53.25,98.172
2017-09-19,1127.9,1.25,53.09,98.172
2017-09-20,1130.0,1.25,53.51,98.172
2017-09-21,1129.1,1.25,53.51,98.172
2017-09-22,1132.8,1.25,53.59,98.172
2017-09-23,1132.8,1.25,53.59,98.172
2017-09-24,1132.8,1.25,53.59,98.172
2017-09-25,1136.3,1.25,53.92,98.172
2017-09-26,1130.7,1.25,53.76,98.172
2017-09-27,1136.3,1.25,53.66,98.172
2017-09-28,1139.4,1.25,53.63,98.172
2017-09-29,1146.7,1.25,53.66,98.172
2017-09-30,1146.7,1.25,53.66,98.172
2017-10-01,1146.7,1.25,53.66,98.077
2017-10-02,1146.7,1.25,54.72,98.077
2017-10-03,1146.7,1.25,54.42,98.077
2017-10-04,1146.7,1.25,54.29,98.077
2017-10-05,1146.7,1.25,55.21,98.077
2017-10-06,1146.7,1.25,53.94,98.077
2017-10-07,1146.7,1.25,53.94,98.077
2017-10-08,1146.7,1.25,53.94,98.077
2017-10-09,1146.7,1.25,54.09,98.077
2017-10-10,1145.7,1.25,54.61,98.077
2017-10-11,1138.2,1.25,54.83,98.077
2017-10-12,1135.2,1.25,54.54,98.077
2017-10-13,1133.7,1.25,55.04,98.077
2017-10-14,1133.7,1.25,55.04,98.077
2017-10-15,1133.7,1.25,55.04,98.077
2017-10-16,1130.8,1.25,55.34,98.077
2017-10-17,1127.3,1.25,55.37,98.077
2017-10-18,1131.4,1.25,55.48,98.077
2017-10-19,1130.4,1.25,55.13,98.077
2017-10-20,1132.3,1.25,55.27,98.077
2017-10-21,1132.3,1.25,55.27,98.077
2017-10-22,1132.3,1.25,55.27,98.077
2017-10-23,1131.9,1.25,55.14,98.077
2017-10-24,1131.9,1.25,55.39,98.077
2017-10-25,1128.3,1.25,55.34,98.077
2017-10-26,1128.3,1.25,55.45,98.077
2017-10-27,1124.7,1.25,55.55,98.077
2017-10-28,1124.7,1.25,55.55,98.077
2017-10-29,1124.7,1.25,55.55,98.077
2017-10-30,1130.0,1.25,55.54,98.077
2017-10-31,1125.0,1.25,59.03,98.077
2017-11-01,1121.2,1.25,58.73,97.347
2017-11-02,1116.8,1.25,58.87,97.347
2017-11-03,1113.3,1.25,60.15,97.347
2017-11-04,1113.3,1.25,60.15,97.347
2017-11-05,1113.3,1.25,60.15,97.347
2017-11-06,1112.7,1.25,61.83,97.347
2017-11-07,1116.7,1.25,61.2,97.347
2017-11-08,1111.6,1.25,61.14,97.347
2017-11-09,1114.3,1.25,61.56,97.347
2017-11-10,1114.3,1.25,61.3,97.347
2017-11-11,1114.3,1.25,61.3,97.347
2017-11-12,1114.3,1.25,61.3,97.347
2017-11-13,1117.2,1.25,61.18,97.347
2017-11-14,1120.7,1.25,60.69,97.347
2017-11-15,1118.5,1.25,60.49,97.347
2017-11-16,1114.4,1.25,60.22,97.347
2017-11-17,1104.1,1.25,60.82,97.347
2017-11-18,1104.1,1.25,60.82,97.347
2017-11-19,1104.1,1.25,60.82,97.347
2017-11-20,1096.1,1.25,60.55,97.347
2017-11-21,1098.9,1.25,60.63,97.347
2017-11-22,1097.3,1.25,60.78,97.347
2017-11-23,1091.3,1.25,60.78,97.347
2017-11-24,1088.2,1.25,60.92,97.347
2017-11-25,1088.2,1.25,60.92,97.347
2017-11-26,1088.2,1.25,60.92,97.347
2017-11-27,1085.0,1.25,60.88,97.347
2017-11-28,1087.6,1.25,60.8,97.347
2017-11-29,1088.3,1.25,60.8,97.347
2017-11-30,1082.4,1.5,60.82,97.347
2017-12-01,1085.1,1.5,61.23,97.698
2017-12-02,1085.1,1.5,61.23,97.698
2017-12-03,1085.1,1.5,61.23,97.698
2017-12-04,1087.1,1.5,60.02,97.698
2017-12-05,1088.3,1.5,60.55,97.698
2017-12-06,1084.3,1.5,59.34,97.698
2017-12-07,1091.9,1.5,60.22,97.698
2017-12-08,1092.7,1.5,60.84,97.698
2017-12-09,1092.7,1.5,60.84,97.698
2017-12-10,1092.7,1.5,60.84,97.698
2017-12-11,1093.4,1.5,61.62,97.698
2017-12-12,1092.4,1.5,60.56,97.698
2017-12-13,1090.1,1.5,60.12,97.698
2017-12-14,1091.9,1.5,60.65,97.698
2017-12-15,1086.7,1.5,60.7,97.698
2017-12-16,1086.7,1.5,60.7,97.698
2017-12-17,1086.7,1.5,60.7,97.698
2017-12-18,1089.3,1.5,60.8,97.698
2017-12-19,1089.1,1.5,61.02,97.698
2017-12-20,1086.8,1.5,61.28,97.698
2017-12-21,1082.9,1.5,61.3,97.698
2017-12-22,1080.6,1.5,61.15,97.698
2017-12-23,1080.6,1.5,61.15,97.698
2017-12-24,1080.6,1.5,61.15,97.698
2017-12-25,1080.6,1.5,61.15,97.698
2017-12-26,1079.2,1.5,61.6,97.698
2017-12-27,1077.1,1.5,61.52,97.698
2017-12-28,1075.2,1.5,61.56,97.698
2017-12-29,1071.4,1.5,61.6,97.698
2017-12-30,1071.4,1.5,61.6,97.698
2017-12-31,1071.4,1.5,61.6,97.698
2018-01-01,1071.4,1.5,61.6,98.106
2018-01-02,1071.4,1.5,64.02,98.106
2018-01-03,1064.3,1.5,65.24,98.106
2018-01-04,1065.4,1.5,65.31,98.106
2018-01-05,1065.5,1.5,64.94,98.106
2018-01-06,1065.5,1.5,64.94,98.106
2018-01-07,1065.5,1.5,64.94,98.106
2018-01-08,1062.1,1.5,65.09,98.106
2018-01-09,1065.2,1.5,65.81,98.106
2018-01-10,1067.1,1.5,66.01,98.106
2018-01-11,1070.7,1.5,66.07,98.106
2018-01-12,1071.2,1.5,66.36,98.106
2018-01-13,1071.2,1.5,66.36,98.106
2018-01-14,1071.2,1.5,66.36,98.106
2018-01-15,1064.7,1.5,66.36,98.106
2018-01-16,1061.3,1.5,66.05,98.106
2018-01-17,1064.0,1.5,66.13,98.106
2018-01-18,1065.8,1.5,66.08,98.106
2018-01-19,1069.4,1.5,65.82,98.106
2018-01-20,1069.4,1.5,65.82,98.106
2018-01-21,1069.4,1.5,65.82,98.106
2018-01-22,1067.3,1.5,65.97,98.106
2018-01-23,1068.9,1.5,66.21,98.106
2018-01-24,1069.7,1.5,66.31,98.106
2018-01-25,1070.6,1.5,66.26,98.106
2018-01-26,1061.7,1.5,66.32,98.106
2018-01-27,1061.7,1.5,66.32,98.106
2018-01-28,1061.7,1.5,66.32,98.106
2018-01-29,1064.8,1.5,66.23,98.106
2018-01-30,1064.8,1.5,66.2,98.106
2018-01-31,1071.5,1.5,66.07,98.106
2018-02-01,1071.0,1.5,66.73,98.855
2018-02-02,1071.1,1.5,65.74,98.855
2018-02-03,1071.1,1.5,65.74,98.855
2018-02-04,1071.1,1.5,65.74,98.855
2018-02-05,1076.7,1.5,64.99,98.855
2018-02-06,1089.8,1.5,64.27,98.855
2018-02-07,1094.3,1.5,63.14,98.855
2018-02-08,1083.3,1.5,62.64,98.855
2018-02-09,1087.8,1.5,61.22,98.855
2018-02-10,1087.8,1.5,61.22,98.855
2018-02-11,1087.8,1.5,61.22,98.855
2018-02-12,1092.7,1.5,61.16,98.855
2018-02-13,1083.4,1.5,61.29,98.855
2018-02-14,1082.8,1.5,62.05,98.855
2018-02-15,1082.8,1.5,62.28,98.855
2018-02-16,1082.8,1.5,62.28,98.855
2018-02-17,1082.8,1.5,62.28,98.855
2018-02-18,1082.8,1.5,62.28,98.855
2018-02-19,1079.9,1.5,62.28,98.855
2018-02-20,1068.0,1.5,62.43,98.855
2018-02-21,1070.3,1.5,62.47,98.855
2018-02-22,1075.3,1.5,62.62,98.855
2018-02-23,1082.9,1.5,62.75,98.855
2018-02-24,1082.9,1.5,62.75,98.855
2018-02-25,1082.9,1.5,62.75,98.855
2018-02-26,1078.5,1.5,62.75,98.855
2018-02-27,1073.7,1.5,62.72,98.855
2018-02-28,1071.0,1.5,61.53,98.855
2018-03-01,1071.0,1.5,60.39,98.751
2018-03-02,1081.9,1.5,60.91,98.751
2018-03-03,1081.9,1.5,60.91,98.751
2018-03-04,1081.9,1.5,60.91,98.751
2018-03-05,1081.3,1.5,61.94,98.751
2018-03-06,1080.5,1.5,62.21,98.751
2018-03-07,1075.4,1.5,60.91,98.751
2018-03-08,1068.7,1.5,60.44,98.751
2018-03-09,1068.4,1.5,61.69,98.751
2018-03-10,1068.4,1.5,61.69,98.751
2018-03-11,1068.4,1.5,61.69,98.751
2018-03-12,1069.2,1.5,61.32,98.751
2018-03-13,1064.3,1.5,61.17,98.751
2018-03-14,1065.8,1.5,61.36,98.751
2018-03-15,1065.8,1.5,61.48,98.751
2018-03-16,1065.8,1.5,61.96,98.751
2018-03-17,1065.8,1.5,61.96,98.751
2018-03-18,1065.8,1.5,61.96,98.751
2018-03-19,1069.6,1.5,61.86,98.751
2018-03-20,1071.2,1.5,62.27,98.751
2018-03-21,1071.0,1.5,62.84,98.751
2018-03-22,1071.4,1.5,62.62,98.751
2018-03-23,1069.2,1.5,62.84,98.751
2018-03-24,1069.2,1.5,62.84,98.751
2018-03-25,1069.2,1.5,62.84,98.751
2018-03-26,1080.8,1.5,62.77,98.751
2018-03-27,1081.2,1.5,62.76,98.751
2018-03-28,1072.2,1.5,62.68,98.751
2018-03-29,1069.4,1.5,66.19,98.751
2018-03-30,1066.5,1.5,66.19,98.751
2018-03-31,1066.5,1.5,66.19,98.751
2018-04-01,1066.5,1.5,66.19,98.931
2018-04-02,1064.4,1.5,64.62,98.931
2018-04-03,1058.1,1.5,65.16,98.931
2018-04-04,1057.8,1.5,65.17,98.931
2018-04-05,1057.6,1.5,65.46,98.931
2018-04-06,1059.5,1.5,64.65,98.931
2018-04-07,1059.5,1.5,64.65,98.931
2018-04-08,1059.5,1.5,64.65,98.931
2018-04-09,1066.0,1.5,65.83,98.931
2018-04-10,1067.5,1.5,67.27,98.931
2018-04-11,1067.7,1.5,67.78,98.931
2018-04-12,1066.4,1.5,67.66,98.931
2018-04-13,1068.7,1.5,67.8,98.931
2018-04-14,1068.7,1.5,67.8,98.931
2018-04-15,1068.7,1.5,67.8,98.931
2018-04-16,1070.0,1.5,67.25,98.931
2018-04-17,1073.1,1.5,67.38,98.931
2018-04-18,1068.4,1.5,68.16,98.931
2018-04-19,1066.5,1.5,68.18,98.931
2018-04-20,1063.5,1.5,68.29,98.931
2018-04-21,1063.5,1.5,68.29,98.931
2018-04-22,1063.5,1.5,68.29,98.931
2018-04-23,1067.3,1.5,68.41,98.931
2018-04-24,1068.9,1.5,68.2,98.931
2018-04-25,1076.9,1.5,68.16,98.931
2018-04-26,1078.7,1.5,68.28,98.931
2018-04-27,1079.7,1.5,68.28,98.931
2018-04-28,1079.7,1.5,68.28,98.931
2018-04-29,1079.7,1.5,68.28,98.931
2018-04-30,1076.2,1.5,68.27,98.931
2018-05-01,1076.2,1.5,70.55,98.979
2018-05-02,1067.5,1.5,70.44,98.979
2018-05-03,1074.9,1.5,70.71,98.979
2018-05-04,1076.5,1.5,71.78,98.979
2018-05-05,1076.5,1.5,71.78,98.979
2018-05-06,1076.5,1.5,71.78,98.979
2018-05-07,1076.5,1.5,72.83,98.979
2018-05-08,1076.7,1.5,71.73,98.979
2018-05-09,1078.2,1.5,73.37,98.979
2018-05-10,1081.3,1.5,73.68,98.979
2018-05-11,1075.3,1.5,73.48,98.979
2018-05-12,1075.3,1.5,73.48,98.979
2018-05-13,1075.3,1.5,73.48,98.979
2018-05-14,1068.6,1.5,74.02,98.979
2018-05-15,1066.6,1.5,74.04,98.979
2018-05-16,1072.6,1.5,74.59,98.979
2018-05-17,1078.7,1.5,74.67,98.979
2018-05-18,1079.3,1.5,74.45,98.979
2018-05-19,1079.3,1.5,74.45,98.979
2018-05-20,1079.3,1.5,74.45,98.979
2018-05-21,1080.0,1.5,74.79,98.979
2018-05-22,1080.0,1.5,74.91,98.979
2018-05-23,1083.8,1.5,74.98,98.979
2018-05-24,1078.8,1.5,74.78,98.979
2018-05-25,1079.7,1.5,74.45,98.979
2018-05-26,1079.7,1.5,74.45,98.979
2018-05-27,1079.7,1.5,74.45,98.979
2018-05-28,1078.7,1.5,74.45,98.979
2018-05-29,1073.2,1.5,74.58,98.979
2018-05-30,1076.1,1.5,74.44,98.979
2018-05-31,1081.3,1.5,74.79,98.979
2018-06-01,1076.4,1.5,74.11,98.779
2018-06-02,1076.4,1.5,74.11,98.779
2018-06-03,1076.4,1.5,74.11,98.779
2018-06-04,1076.0,1.5,73.15,98.779
2018-06-05,1070.9,1.5,73.38,98.779
2018-06-06,1070.9,1.5,73.42,98.779
2018-06-07,1069.6,1.5,74.88,98.779
2018-06-08,1067.9,1.5,74.3,98.779
2018-06-09,1067.9,1.5,74.3,98.779
2018-06-10,1067.9,1.5,74.3,98.779
2018-06-11,1073.2,1.5,74.37,98.779
2018-06-12,1073.5,1.5,73.97,98.779
2018-06-13,1073.5,1.5,74.46,98.779
2018-06-14,1075.1,1.5,73.94,98.779
2018-06-15,1082.5,1.5,72.79,98.779
2018-06-16,1082.5,1.5,72.79,98.779
2018-06-17,1082.5,1.5,72.79,98.779
2018-06-18,1091.4,1.5,73.49,98.779
2018-06-19,1104.4,1.5,73.19,98.779
2018-06-20,1105.5,1.5,73.02,98.779
2018-06-21,1108.0,1.5,72.63,98.779
2018-06-22,1109.0,1.5,73.3,98.779
2018-06-23,1109.0,1.5,73.3,98.779
2018-06-24,1109.0,1.5,73.3,98.779
2018-06-25,1108.9,1.5,73.15,98.779
2018-06-26,1116.1,1.5,73.44,98.779
2018-06-27,1115.2,1.5,73.58,98.779
2018-06-28,1117.9,1.5,73.57,98.779
2018-06-29,1121.7,1.5,73.59,98.779
2018-06-30,1121.7,1.5,73.59,98.779
2018-07-01,1121.7,1.5,73.59,98.59
