일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2021/06/30","47877","-357","-0.74","48335","48386","47419","330414","15474505400","2379610000000","50630000"
"2021/06/29","48234","815","1.72","47470","48692","47215","413058","19526029600","2397330500000","50630000"
"2021/06/28","47419","102","0.22","47928","49609","47368","627181","29693897750","2356826500000","50630000"
"2021/06/25","47317","-356","-0.75","47775","47877","47164","389400","18116555500","2351763500000","50630000"
"2021/06/24","47673","305","0.65","47622","48234","47419","261332","12258214900","2369484000000","50630000"
"2021/06/23","47368","-967","-2.00","48437","48590","47011","479845","22339524600","2354295000000","50630000"
"2021/06/22","48335","509","1.06","48386","49150","48030","288624","13735756000","2402393500000","50630000"
"2021/06/21","47826","-1681","-3.40","48998","49405","47470","535869","25321215850","2377078500000","50630000"
"2021/06/18","49507","2292","4.85","47419","49813","47164","848713","40606209150","2460618000000","50630000"
"2021/06/17","47215","-1630","-3.34","48692","48845","46858","803155","37360472600","2346700500000","50630000"
"2021/06/16","48845","-102","-0.21","48794","49660","48590","334755","16168290550","2427708500000","50630000"
"2021/06/15","48947","-152","-0.31","49150","49762","48641","316197","15256070350","2432771500000","50630000"
"2021/06/14","49099","-815","-1.63","50016","50577","48896","365346","17691474200","2440366000000","50630000"
"2021/06/11","49914","203","0.41","49507","50322","49049","419246","20458022450","2480870000000","50630000"
"2021/06/10","49711","-1324","-2.59","51442","51646","49660","733034","36318381300","2470744000000","50630000"
"2021/06/09","51035","662","1.31","50577","51748","49507","744822","37228756350","2536563000000","50630000"
"2021/06/08","50373","1885","3.89","48896","52257","48692","2103538","104880072600","2503653500000","50630000"
"2021/06/07","48488","1069","2.26","47877","48998","47419","676758","32082815050","2409988000000","50630000"
"2021/06/04","47419","-356","-0.75","47521","48030","46757","475892","22135927550","2356826500000","50630000"
"2021/06/03","47775","-713","-1.47","48539","48641","47215","481000","22585021200","2374547000000","50630000"
"2021/06/02","48488","-1070","-2.16","49558","49558","48183","717322","34245598950","2409988000000","50630000"
"2021/06/01","49558","1885","3.95","47419","49762","47011","1080436","51664532800","2463149500000","50630000"
"2021/05/31","47673","-561","-1.16","48285","49049","47062","709999","33387540250","2369484000000","50630000"
"2021/05/28","48234","102","0.21","48437","49354","47979","722955","34418535650","2397330500000","50630000"
"2021/05/27","48132","-1833","-3.67","49965","50322","48081","995945","47789915850","2392267500000","50630000"
"2021/05/26","49965","102","0.20","50118","50678","48590","1815223","88534194800","2483401500000","50630000"
"2021/05/25","49863","5551","12.53","44719","50220","44312","5914845","282011062150","2478338500000","50630000"
"2021/05/24","44312","815","1.87","45840","46145","43701","1621726","71274453450","2202405000000","50630000"
"2021/05/21","43497","153","0.35","43802","44414","42784","491061","20992191250","2161901000000","50630000"
"2021/05/20","43344","-1528","-3.41","44515","44515","42886","534695","22819833150","2154306500000","50630000"
"2021/05/18","44872","1681","3.89","43599","45534","43293","1124351","49205437550","2230251500000","50630000"
"2021/05/17","43191","-866","-1.97","44515","44872","42988","704076","30316908950","2146712000000","50630000"
"2021/05/14","44057","1019","2.37","43497","44566","42478","1074285","46155335000","2189747500000","50630000"
"2021/05/13","43038","1528","3.68","40696","43802","40441","1919085","80876397900","2139117500000","50630000"
"2021/05/12","41510","356","0.87","41765","42529","40390","1201996","48979542600","2063172500000","50630000"
"2021/05/11","41154","-102","-0.25","41103","41714","40441","844385","34113691900","2045452000000","50630000"
"2021/05/10","41256","255","0.62","41510","41765","40899","424796","17184776200","2050515000000","50630000"
"2021/05/07","41001","1120","2.81","40339","41358","39830","556561","22243381000","2037857500000","50630000"
"2021/05/06","39881","1936","5.10","37741","40237","37487","540969","20846673550","1982164500000","50630000"
"2021/05/04","37945","-204","-0.53","38098","38098","36876","391579","14342195750","1885967500000","50630000"
"2021/05/03","38149","-1171","-2.98","39473","39524","37894","322868","12236086900","1896093500000","50630000"
"2021/04/30","39320","662","1.71","38709","39677","38607","198989","7639445300","1954318000000","50630000"
"2021/04/29","38658","-51","-0.13","38913","39422","38251","208436","7971628500","1921408500000","50630000"
"2021/04/28","38709","-866","-2.19","39575","40390","38709","422904","16293243550","1923940000000","50630000"
"2021/04/27","39575","-866","-2.14","40441","40441","39371","479467","18649303500","1966975500000","50630000"
"2021/04/26","40441","-204","-0.50","40696","40899","40390","249971","9946746050","2010011000000","50630000"
"2021/04/23","40645","-152","-0.37","40797","40899","40237","394646","15704004800","2020137000000","50630000"
"2021/04/22","40797","611","1.52","40441","40848","40237","351193","13993745200","2027731500000","50630000"
"2021/04/21","40186","-1274","-3.07","41460","41561","40033","700217","27798565400","1997353500000","50630000"
"2021/04/20","41460","357","0.87","41205","41510","41052","299498","12133685400","2060641000000","50630000"
"2021/04/19","41103","-102","-0.25","41052","41307","40696","387789","15564659850","2042920500000","50630000"
"2021/04/16","41205","-255","-0.61","41612","41765","40899","318655","12884900300","2047983500000","50630000"
"2021/04/15","41460","-611","-1.45","42071","42122","41358","304566","12431767650","2060641000000","50630000"
"2021/04/14","42071","917","2.23","42071","43446","41510","1408478","58598561050","2091019000000","50630000"
"2021/04/13","41154","509","1.25","40746","41154","40543","355221","14236119550","2045452000000","50630000"
"2021/04/12","40645","-152","-0.37","41001","41154","40441","379774","15195205050","2020137000000","50630000"
"2021/04/09","40797","356","0.88","40746","41103","40645","291491","11689549100","2027731500000","50630000"
"2021/04/08","40441","-204","-0.50","41001","41052","40441","359071","14317048100","2010011000000","50630000"
"2021/04/07","40645","-407","-0.99","41052","41460","40594","303302","12156007900","2020137000000","50630000"
"2021/04/06","41052","-662","-1.59","41816","42071","40645","295003","11902035350","2040389000000","50630000"
"2021/04/05","41714","1069","2.63","40746","42071","40645","472086","19244283300","2073298500000","50630000"
"2021/04/02","40645","-356","-0.87","41154","41358","40594","293435","11758140900","2020137000000","50630000"
"2021/04/01","41001","-662","-1.59","41663","42020","40746","365316","14720163850","2037857500000","50630000"
"2021/03/31","41663","1222","3.02","40441","42427","39982","933510","38131711600","2070767000000","50630000"
"2021/03/30","40441","-1171","-2.82","42478","42733","39677","1135292","45447754900","2010011000000","50630000"
"2021/03/29","41612","866","2.13","41256","42580","40848","926982","38095370900","2068235500000","50630000"
"2021/03/26","40746","916","2.30","39881","42020","39881","868923","34924134700","2025200000000","50630000"
"2021/03/25","39830","-152","-0.38","40084","40441","39524","363911","14229534150","1979633000000","50630000"
"2021/03/24","39982","0","0.00","39982","40339","39320","338616","13252123750","1987227500000","50630000"
"2021/03/23","39982","-1579","-3.80","41969","42274","39626","670885","26671904150","1987227500000","50630000"
"2021/03/22","41561","-866","-2.04","42631","42784","41460","444340","18341423100","2065704000000","50630000"
"2021/03/19","42427","-204","-0.48","41765","42886","41205","534895","22168597250","2108739500000","50630000"
"2021/03/18","42631","611","1.45","42478","43140","41867","601872","25155462500","2118865500000","50630000"
"2021/03/17","42020","560","1.35","41561","42122","40441","563386","22844354050","2088487500000","50630000"
"2021/03/16","41460","-611","-1.45","42478","42580","41358","460886","18829606000","2060641000000","50630000"
"2021/03/15","42071","51","0.12","41969","42580","41460","470214","19383532400","2091019000000","50630000"
"2021/03/12","42020","0","0.00","42071","42529","41256","763609","31416678250","2088487500000","50630000"
"2021/03/11","42020","4279","11.34","38047","42937","37945","1940345","78096480800","2088487500000","50630000"
"2021/03/10","37741","152","0.41","38505","38862","37385","339697","12701566300","1875841500000","50630000"
"2021/03/09","37589","-509","-1.34","38302","38709","36672","399715","14654620500","1868247000000","50630000"
"2021/03/08","38098","408","1.08","38505","39677","37996","724952","27625171050","1893562000000","50630000"
"2021/03/05","37690","-764","-1.99","37894","37996","37028","469599","17221803700","1873310000000","50630000"
"2021/03/04","38454","-612","-1.56","38607","39320","38098","365926","13836931450","1911282500000","50630000"
"2021/03/03","39066","764","1.99","38200","39575","37792","554328","21294817200","1941660500000","50630000"
"2021/03/02","38302","713","1.90","39473","40033","37741","740979","28204219950","1903688000000","50630000"
"2021/02/26","37589","-2037","-5.14","38200","38302","36774","1013867","37287505400","1868247000000","50630000"
"2021/02/25","39626","815","2.10","39677","39982","39015","481891","18669220150","1969507000000","50630000"
"2021/02/24","38811","-2343","-5.69","41154","41510","38658","1010963","39355117500","1929003000000","50630000"
"2021/02/23","41154","-1171","-2.77","41816","42274","41103","437091","17760234950","2045452000000","50630000"
"2021/02/22","42325","-306","-0.72","42988","44108","41867","501385","21121679500","2103676500000","50630000"
"2021/02/19","42631","-611","-1.41","43802","44668","41510","798665","33505746900","2118865500000","50630000"
"2021/02/18","43242","866","2.04","42478","44923","42478","928139","39892128550","2149243500000","50630000"
"2021/02/17","42376","-1325","-3.03","43497","43497","42173","631326","26364108750","2106208000000","50630000"
"2021/02/16","43701","-1528","-3.38","45432","45483","43446","643550","27954564850","2172027000000","50630000"
"2021/02/15","45229","1121","2.54","45229","45993","44108","911115","40321836850","2247972000000","50630000"
"2021/02/10","44108","2496","6.00","42071","44719","41714","1351918","57938665500","2192279000000","50630000"
"2021/02/09","41612","-1579","-3.66","43497","43955","41460","812088","33736385800","2068235500000","50630000"
"2021/02/08","43191","-1172","-2.64","44312","44821","43089","602992","25893301900","2146712000000","50630000"
"2021/02/05","44363","-713","-1.58","45025","45534","43446","945828","41172617900","2204936500000","50630000"
"2021/02/04","45076","1987","4.61","43446","46553","42274","2641000","117168502400","2240377500000","50630000"
"2021/02/03","43089","611","1.44","42580","43140","41867","667465","27832248200","2141649000000","50630000"
"2021/02/02","42478","815","1.96","43293","45025","41765","1569950","67071430500","2111271000000","50630000"
"2021/02/01","41663","254","0.62","41001","42020","39728","969024","38756321150","2070767000000","50630000"
"2021/01/29","41409","102","0.25","41765","43497","39677","2115936","86122387100","2058109500000","50630000"
"2021/01/28","41307","-2088","-4.81","42122","43140","41205","1182716","48669124800","2053046500000","50630000"
"2021/01/27","43395","-2037","-4.48","46247","47521","43038","1361488","59949861950","2156838000000","50630000"
"2021/01/26","45432","1579","3.60","44210","47521","42988","2067691","92910852950","2258098000000","50630000"
"2021/01/25","43853","3208","7.89","40645","44566","40390","1797615","76041062150","2179621500000","50630000"
"2021/01/22","40645","-2241","-5.23","43191","43191","40543","1300089","53305958100","2020137000000","50630000"
"2021/01/21","42886","1019","2.43","42580","44261","41052","2440809","102587911550","2131523000000","50630000"
"2021/01/20","41867","1986","4.98","40186","42784","39168","2832400","115800155850","2080893000000","50630000"
