일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2017/06/30","49300","-600","-1.20","50200","50300","49250","888147","44028398950","23378039639100","474199587"
"2017/06/29","49900","0","0.00","49900","51300","49900","1404702","70991171700","23662559391300","474199587"
"2017/06/28","49900","1400","2.89","48600","49900","48350","1234126","61036870100","23662559391300","474199587"
"2017/06/27","48500","-50","-0.10","48950","49000","48300","769352","37382774950","22998679969500","474199587"
"2017/06/26","48550","-250","-0.51","48600","48750","48300","503527","24415268100","23022389948850","474199587"
"2017/06/23","48800","50","0.10","49100","49350","48700","1012217","49566563750","23140939845600","474199587"
"2017/06/22","48750","300","0.62","48850","48950","48250","1272150","61820092850","23117229866250","474199587"
"2017/06/21","48450","-1150","-2.32","49250","49400","48100","1358325","65869786700","22974969990150","474199587"
"2017/06/20","49600","-600","-1.20","49950","50000","49300","750963","37206476150","23520299515200","474199587"
"2017/06/19","50200","-400","-0.79","50800","50800","50000","534377","26864066824","23804819267400","474199587"
"2017/06/16","50600","500","1.00","50200","50600","49550","750027","37741464700","23994499102200","474199587"
"2017/06/15","50100","-600","-1.18","50600","50900","49650","861504","43171737332","23757399308700","474199587"
"2017/06/14","50700","600","1.20","50200","50700","49700","996192","50080740700","24041919060900","474199587"
"2017/06/13","50100","-200","-0.40","50300","50400","49800","437819","21937187750","23757399308700","474199587"
"2017/06/12","50300","400","0.80","50500","51200","49900","1279975","64625596150","23852239226100","474199587"
"2017/06/09","49900","500","1.01","49350","50100","49300","974960","48616804970","23662559391300","474199587"
"2017/06/08","49400","100","0.20","49200","49850","48800","1342162","66233645250","23425459597800","474199587"
"2017/06/07","49300","-100","-0.20","49100","49500","49050","1161981","57230845858","23378039639100","474199587"
"2017/06/05","49400","-500","-1.00","50000","50300","49150","638574","31626921300","23425459597800","474199587"
"2017/06/02","49900","650","1.32","49300","50100","49250","1166534","58165604693","23662559391300","474199587"
"2017/06/01","49250","-200","-0.40","49400","49550","48800","657114","32388664550","23354329659750","474199587"
"2017/05/31","49450","400","0.82","48850","49500","48500","1305870","64114067950","23449169577150","474199587"
"2017/05/30","49050","-700","-1.41","49500","49600","49000","543818","26760813552","23259489742350","474199587"
"2017/05/29","49750","100","0.20","49950","49950","49500","705087","35028838500","23591429453250","474199587"
"2017/05/26","49650","250","0.51","49200","50200","49050","817677","40617445400","23544009494550","474199587"
"2017/05/25","49400","100","0.20","49550","49900","49300","837885","41516923750","23425459597800","474199587"
"2017/05/24","49300","-200","-0.40","50300","50400","49150","863305","42772844450","23378039639100","474199587"
"2017/05/23","49500","400","0.81","49200","50100","49200","1136673","56467083850","23472879556500","474199587"
"2017/05/22","49100","300","0.61","48900","49350","48800","1276979","62663497100","23283199721700","474199587"
"2017/05/19","48800","100","0.21","48800","49800","48700","828177","40653416700","23140939845600","474199587"
"2017/05/18","48700","-400","-0.81","48500","48900","48150","1137397","55169860200","23093519886900","474199587"
"2017/05/17","49100","-800","-1.60","49700","50000","48850","848023","41672927600","23283199721700","474199587"
"2017/05/16","49900","-200","-0.40","50900","51000","49600","1106494","55320325400","23662559391300","474199587"
"2017/05/15","50100","0","0.00","50500","50900","49950","956352","48058628600","23757399308700","474199587"
"2017/05/12","50100","-700","-1.38","50800","51200","50000","648807","32704623500","23757399308700","474199587"
"2017/05/11","50800","1500","3.04","50000","50800","49700","1958462","98920963600","24089339019600","474199587"
"2017/05/10","49300","-550","-1.10","50500","51400","49300","2329091","116905940734","23378039639100","474199587"
"2017/05/08","49850","1400","2.89","48800","49850","48200","1096782","53842727500","23638849411950","474199587"
"2017/05/04","48450","300","0.62","48600","48700","48000","623783","30144872750","22974969990150","474199587"
"2017/05/02","48150","600","1.26","48100","48800","47600","1297348","62521647150","22832710114050","474199587"
"2017/04/28","47550","-450","-0.94","46850","47650","46850","792293","37505043250","22548190361850","474199587"
"2017/04/27","48000","-650","-1.34","48300","49250","47600","795277","38169914650","22761580176000","474199587"
"2017/04/26","48650","-250","-0.51","48800","49050","48450","814383","39678362200","23069809907550","474199587"
"2017/04/25","48900","100","0.20","48700","48950","48150","1235945","60230341522","23188359804300","474199587"
"2017/04/24","48800","1150","2.41","48100","48800","47900","1160904","56319516750","23140939845600","474199587"
"2017/04/21","47650","0","0.00","48150","48450","47450","1314224","62790655750","22595610320550","474199587"
"2017/04/20","47650","450","0.95","47250","47700","46800","904257","42842371950","22595610320550","474199587"
"2017/04/19","47200","150","0.32","47350","47400","46550","801514","37775342050","22382220506400","474199587"
"2017/04/18","47050","50","0.11","47200","47400","46950","628835","29685091005","22311090568350","474199587"
"2017/04/17","47000","750","1.62","46500","47200","46500","670533","31501372740","22287380589000","474199587"
"2017/04/14","46250","-300","-0.64","45700","46250","45600","369293","16965998650","21931730898750","474199587"
"2017/04/13","46550","950","2.08","45500","46600","45400","735746","34001978325","22073990774850","474199587"
"2017/04/12","45600","-200","-0.44","46100","46100","45450","473241","21614760500","21623501167200","474199587"
"2017/04/11","45800","-200","-0.43","46250","46450","45650","603428","27731369050","21718341084600","474199587"
"2017/04/10","46000","-850","-1.81","46850","46900","45900","666963","30801901900","21813181002000","474199587"
"2017/04/07","46850","-850","-1.78","48000","48000","46500","1064264","49926464500","22216250650950","474199587"
"2017/04/06","47700","400","0.85","47800","47800","47050","927215","44016812450","22619320299900","474199587"
"2017/04/05","47300","600","1.28","47200","47750","46650","810407","38292205600","22429640465100","474199587"
"2017/04/04","46700","-100","-0.21","46900","46900","46250","604829","28151337700","22145120712900","474199587"
"2017/04/03","46800","200","0.43","46450","47200","46350","794565","37172304062","22192540671600","474199587"
"2017/03/31","46600","-350","-0.75","47350","47350","46550","974497","45571111250","22097700754200","474199587"
"2017/03/30","46950","-350","-0.74","47450","47450","46600","1096901","51355833250","22263670609650","474199587"
"2017/03/29","47300","-500","-1.05","48000","48050","47000","1059100","50098286190","22429640465100","474199587"
"2017/03/28","47800","-250","-0.52","47750","48050","47050","1029691","48996042900","22666740258600","474199587"
"2017/03/27","48050","-950","-1.94","48400","48600","47700","892067","42824767350","22785290155350","474199587"
"2017/03/24","49000","650","1.34","48500","49400","48450","466466","22827256900","23235779763000","474199587"
"2017/03/23","48350","600","1.26","48250","48950","47700","820831","39769421600","22927550031450","474199587"
"2017/03/22","47750","-750","-1.55","47700","48250","47450","1206813","57665304732","22643030279250","474199587"
"2017/03/21","48500","-500","-1.02","49100","49150","48200","962852","46844831050","22998679969500","474199587"
"2017/03/20","49000","-750","-1.51","49700","49700","48650","944782","46191771300","23235779763000","474199587"
"2017/03/17","49750","300","0.61","49400","49750","49100","1091479","54108814217","23591429453250","474199587"
"2017/03/16","49450","50","0.10","49750","49800","49000","1371969","67615718445","23449169577150","474199587"
"2017/03/15","49400","-300","-0.60","49300","49900","48850","802251","39650467475","23425459597800","474199587"
"2017/03/14","49700","650","1.33","50000","50300","49150","1620230","80422988400","23567719473900","474199587"
"2017/03/13","49050","1700","3.59","47800","49150","47700","1852240","89727975273","23259489742350","474199587"
"2017/03/10","47350","700","1.50","46950","47350","46400","724133","34106520950","22453350444450","474199587"
"2017/03/09","46650","-500","-1.06","47700","47950","46650","833203","39083594450","22121410733550","474199587"
