날짜          총지수
2025-12-19   117.57
2025-12-20   117.57
2025-12-21   117.57
2025-12-22   117.57
2025-12-23   117.57
2025-12-24   117.57
2025-12-25   117.57
2025-12-26   117.57
2025-12-27   117.57
2025-12-28   117.57
2025-12-29   117.57
2025-12-30   117.57
2025-12-31   117.57
2026-01-01   118.03
2026-01-02   118.03
2026-01-03   118.03
2026-01-04   118.03
2026-01-05   118.03
2026-01-06   118.03
2026-01-07   118.03
2026-01-08   118.03
2026-01-09   118.03
2026-01-10   118.03
2026-01-11   118.03
2026-01-12   118.03
2026-01-13   118.03
2026-01-14   118.03
2026-01-15   118.03
2026-01-16   118.03
2026-01-17   118.03
2026-01-18   118.03
2026-01-19   118.03
2026-01-20   118.03
2026-01-21   118.03
2026-01-22   118.03
2026-01-23   118.03
2026-01-24   118.03
2026-01-25   118.03
2026-01-26   118.03
2026-01-27   118.03
2026-01-28   118.03
2026-01-29   118.03
2026-01-30   118.03
2026-01-31   118.03
2026-02-01   118.40
2026-02-02   118.40
2026-02-03   118.40
2026-02-04   118.40
2026-02-05   118.40
2026-02-06   118.40
2026-02-07   118.40
2026-02-08   118.40
2026-02-09   118.40
2026-02-10   118.40
2026-02-11   118.40
2026-02-12   118.40
2026-02-13   118.40
2026-02-14   118.40
2026-02-15   118.40
2026-02-16   118.40
2026-02-17   118.40
2026-02-18   118.40
2026-02-19   118.40
2026-02-20   118.40
2026-02-21   118.40
2026-02-22   118.40
2026-02-23   118.40
2026-02-24   118.40
2026-02-25   118.40
2026-02-26   118.40
2026-02-27   118.40
2026-02-28   118.40
2026-03-01   118.80
2026-03-02   118.80
2026-03-03   118.80
2026-03-04   118.80
2026-03-05   118.80
2026-03-06   118.80
2026-03-07   118.80
2026-03-08   118.80
2026-03-09   118.80
2026-03-10   118.80
2026-03-11   118.80
2026-03-12   118.80
2026-03-13   118.80
2026-03-14   118.80
2026-03-15   118.80
2026-03-16   118.80
2026-03-17   118.80
2026-03-18   118.80
2026-03-19   118.80
2026-03-20   118.80
2026-03-21   118.80
2026-03-22   118.80
2026-03-23   118.80
2026-03-24   118.80
2026-03-25   118.80
2026-03-26   118.80
2026-03-27   118.80
2026-03-28   118.80
2026-03-29   118.80
2026-03-30   118.80
2026-03-31   118.80
2026-04-01   119.37
2026-04-02   119.37
2026-04-03   119.37
2026-04-04   119.37
2026-04-05   119.37
2026-04-06   119.37
2026-04-07   119.37
2026-04-08   119.37
2026-04-09   119.37
2026-04-10   119.37
2026-04-11   119.37
2026-04-12   119.37
2026-04-13   119.37
2026-04-14   119.37
2026-04-15   119.37
2026-04-16   119.37
2026-04-17   119.37
2026-04-18   119.37
2026-04-19   119.37
2026-04-20   119.37
2026-04-21   119.37
2026-04-22   119.37
2026-04-23   119.37
2026-04-24   119.37
2026-04-25   119.37
2026-04-26   119.37
2026-04-27   119.37
2026-04-28   119.37
2026-04-29   119.37
2026-04-30   119.37
2026-05-01   119.92
2026-05-02   119.92
2026-05-03   119.92
2026-05-04   119.92
2026-05-05   119.92
2026-05-06   119.92
2026-05-07   119.92
2026-05-08   119.92
2026-05-09   119.92
2026-05-10   119.92
2026-05-11   119.92
2026-05-12   119.92
2026-05-13   119.92
2026-05-14   119.92
2026-05-15   119.92
2026-05-16   119.92
2026-05-17   119.92
2026-05-18   119.92
2026-05-19   119.92
2026-05-20   119.92
2026-05-21   119.92
2026-05-22   119.92
2026-05-23   119.92
2026-05-24   119.92
2026-05-25   119.92
2026-05-26   119.92
2026-05-27   119.92
2026-05-28   119.92
2026-05-29   119.92
2026-05-30   119.92
2026-05-31   119.92
2026-06-01   119.99
2026-06-02   119.99
2026-06-03   119.99
2026-06-04   119.99
2026-06-05   119.99
2026-06-06   119.99
2026-06-07   119.99
2026-06-08   119.99
2026-06-09   119.99
2026-06-10   119.99
2026-06-11   119.99
2026-06-12   119.99
2026-06-13   119.99
2026-06-14   119.99
2026-06-15   119.99
2026-06-16   119.99
2026-06-17   119.99
2026-06-18   119.99
2026-06-19   119.99
2026-06-20   119.99
2026-06-21   119.99
2026-06-22   119.99
2026-06-23   119.99
2026-06-24   119.99
2026-06-25   119.99
2026-06-26   119.99
2026-06-27   119.99
2026-06-28   119.99
2026-06-29   119.99
2026-06-30   119.99
2026-07-01   119.77
2026-07-02   119.77
2026-07-03   119.77
2026-07-04   119.77
2026-07-05   119.77
2026-07-06   119.77
2026-07-07   119.77
2026-07-08   119.77
2026-07-09   119.77
2026-07-10   119.77
2026-07-11   119.77
2026-07-12   119.77
2026-07-13   119.77
2026-07-14   119.77
2026-07-15   119.77
2026-07-16   119.77
2026-07-17   119.77
2026-07-18   119.77
2026-07-19   119.77
2026-07-20   119.77
2026-07-21   119.77
2026-07-22   119.77
2026-07-23   119.77
2026-07-24   119.77
2026-07-25   119.77
2026-07-26   119.77
2026-07-27   119.77
2026-07-28   119.77
2026-07-29   119.77
2026-07-30   119.77
2026-07-31   119.77
