일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2023-07-28,128000,4000,3.23,126200,129000,122000,8718746,1.10E+12,9.32E+13,728002365
2023-07-27,124000,11000,9.73,115000,124000,114100,9638980,1.17E+12,9.03E+13,728002365
2023-07-26,113000,-400,-0.35,116000,116100,111300,4995935,5.67E+11,8.23E+13,728002365
2023-07-25,113400,-600,-0.53,114000,114200,112200,2678385,3.03E+11,8.26E+13,728002365
2023-07-24,114000,-1100,-0.96,114100,114900,112900,2761991,3.15E+11,8.30E+13,728002365
2023-07-21,115100,-1800,-1.54,114700,115100,113200,2745384,3.14E+11,8.38E+13,728002365
2023-07-20,116900,-600,-0.51,116500,117500,115200,1949776,2.27E+11,8.51E+13,728002365
2023-07-19,117500,-300,-0.25,118700,119100,116700,2580301,3.03E+11,8.55E+13,728002365
2023-07-18,117800,600,0.51,117500,119000,116700,2299880,2.71E+11,8.58E+13,728002365
2023-07-17,117200,-800,-0.68,116900,118700,116000,2427281,2.84E+11,8.53E+13,728002365
2023-07-14,118000,3900,3.42,115500,120200,115300,5817889,6.87E+11,8.59E+13,728002365
2023-07-13,114100,-1300,-1.13,115400,117000,113600,3421492,3.93E+11,8.31E+13,728002365
2023-07-12,115400,2000,1.76,113200,115400,112800,2228477,2.55E+11,8.40E+13,728002365
2023-07-11,113400,3100,2.81,111500,113400,111200,2209391,2.48E+11,8.26E+13,728002365
2023-07-10,110300,-1500,-1.34,111800,112900,109700,3163245,3.52E+11,8.03E+13,728002365
2023-07-07,111800,-2000,-1.76,112700,113000,111200,2781723,3.11E+11,8.14E+13,728002365
2023-07-06,113800,-2900,-2.49,116000,116100,113100,3465047,3.96E+11,8.28E+13,728002365
2023-07-05,116700,-1200,-1.02,118100,118200,116100,2483034,2.91E+11,8.50E+13,728002365
2023-07-04,117900,300,0.26,118200,118400,117200,1988592,2.35E+11,8.58E+13,728002365
2023-07-03,117600,2400,2.08,115300,118900,115300,3022009,3.56E+11,8.56E+13,728002365
2023-06-30,115200,-1000,-0.86,114600,115500,113200,2674318,3.07E+11,8.39E+13,728002365
2023-06-29,116200,1900,1.66,115200,117400,114500,4398301,5.10E+11,8.46E+13,728002365
2023-06-28,114300,1300,1.15,114200,115200,112800,3178571,3.62E+11,8.32E+13,728002365
2023-06-27,113000,-500,-0.44,114000,114000,110800,3602087,4.04E+11,8.23E+13,728002365
2023-06-26,113500,-100,-0.09,113100,113900,111200,3350758,3.77E+11,8.26E+13,728002365
2023-06-23,113600,-400,-0.35,114000,115200,112500,2987472,3.39E+11,8.27E+13,728002365
2023-06-22,114000,-1100,-0.96,114200,115900,113400,2612402,2.98E+11,8.30E+13,728002365
2023-06-21,115100,-1000,-0.86,116200,117500,114600,2728146,3.16E+11,8.38E+13,728002365
2023-06-20,116100,1300,1.13,114000,117000,113200,3319570,3.83E+11,8.45E+13,728002365
2023-06-19,114800,-4100,-3.45,118000,118500,113500,4208396,4.84E+11,8.36E+13,728002365
2023-06-16,118900,-100,-0.08,117300,119800,116300,4303391,5.08E+11,8.66E+13,728002365
2023-06-15,119000,200,0.17,120200,121100,118000,3778592,4.51E+11,8.66E+13,728002365
2023-06-14,118800,-700,-0.59,118800,119700,118100,3240260,3.85E+11,8.65E+13,728002365
2023-06-13,119500,4700,4.09,117000,120100,117000,6232477,7.40E+11,8.70E+13,728002365
2023-06-12,114800,-600,-0.52,114400,115800,114000,2637721,3.02E+11,8.36E+13,728002365
2023-06-09,115400,5700,5.2,110300,115600,108300,7950947,8.98E+11,8.40E+13,728002365
2023-06-08,109700,1700,1.57,107000,109700,106700,4355468,4.74E+11,7.99E+13,728002365
2023-06-07,108000,-700,-0.64,108700,109300,108000,3313460,3.60E+11,7.86E+13,728002365
2023-06-05,108700,-1600,-1.45,110100,110500,108500,3316020,3.62E+11,7.91E+13,728002365
2023-06-02,110300,0,0,111000,112700,109200,3991904,4.42E+11,8.03E+13,728002365
2023-06-01,110300,1700,1.57,106000,110500,106000,5553560,6.00E+11,8.03E+13,728002365
2023-05-31,108600,-1700,-1.54,110000,110900,108500,8166685,8.92E+11,7.91E+13,728002365
2023-05-30,110300,1100,1.01,113200,113400,109500,9058509,1.01E+12,8.03E+13,728002365
2023-05-26,109200,5700,5.51,107500,110500,106100,10136706,1.10E+12,7.95E+13,728002365
2023-05-25,103500,5800,5.94,104300,104300,101100,7431586,7.65E+11,7.53E+13,728002365
2023-05-24,97700,-200,-0.2,97400,97800,96300,2097933,2.04E+11,7.11E+13,728002365
2023-05-23,97900,-300,-0.31,99000,99000,97000,2472514,2.42E+11,7.13E+13,728002365
2023-05-22,98200,900,0.92,97700,99400,97100,4248401,4.19E+11,7.15E+13,728002365
2023-05-19,97300,3700,3.95,95000,97900,94900,5062669,4.90E+11,7.08E+13,728002365
2023-05-18,93600,1700,1.85,92800,94000,92000,3473641,3.24E+11,6.81E+13,728002365
2023-05-17,91900,1500,1.66,92000,92000,90300,3340386,3.05E+11,6.69E+13,728002365
2023-05-16,90400,4000,4.63,89500,90700,88500,5121364,4.60E+11,6.58E+13,728002365
2023-05-15,86400,-800,-0.92,87000,87100,85500,2357794,2.03E+11,6.29E+13,728002365
2023-05-12,87200,900,1.04,86300,87600,86200,2712372,2.36E+11,6.35E+13,728002365
2023-05-11,86300,-600,-0.69,86900,87300,85000,2806299,2.43E+11,6.28E+13,728002365
2023-05-10,86900,-400,-0.46,87200,87700,86300,2137658,1.86E+11,6.33E+13,728002365
